AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;37.0183
WaveFailTime;0;48.7870
WaveFailTime;0;58.6626
WaveFailTime;0;91.4558
WaveFailTime;0;102.2562
WaveFailTime;0;121.7733
WaveFailTime;0;137.3656
WaveFailTime;0;244.8171
WaveFailTime;0;280.7341
WaveFailTime;0;303.4299
WaveFailTime;0;336.5129
WaveFailTime;0;364.4000
WaveFailTime;0;389.5983
WaveFailTime;0;407.5965
WaveFailTime;0;411.1842
WaveFailTime;0;432.6358
WaveFailTime;0;451.8538
WaveFailTime;0;472.9131
WaveFailTime;0;535.9671
