AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;79.2709
WaveFailTime;0;143.7801
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;0.0000;0.8928;0;1.4329;0.1430;0.3781;0;6;13.7117;0.0000;0
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
TimeToTargetHit;0;Enemy1_Wave0_BOT_rotador;1.4501
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;1.2583;0.8607;0;1.6333;0.1807;0.4251;0;5;15.2943;1.2583;0
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;0.9808;0.9982;0;1.4151;0.1400;0.3741;0;7;13.7260;-0.2776;0
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
3;2;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
