AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
1;0;0;0;0.8516;0.7947;0;0.9545;0.0524;0.2289;0;7;9.8726;0.8516;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.3841;0.5074;0;1.0528;0.0558;0.2361;0;8;8.1415;-0.4675;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.1978;0.0643;0;0.3426;0.0108;0.1041;0;9;2.3023;-0.1863;0
TimeToTargetHit;0;Enemy1_Wave0_BOT_rotador;1.3416
1;0;0;0;0.7412;0.6508;0;0.9063;0.0213;0.1458;0;5;8.1730;0.5434;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.1065;0.0645;0;0.7378;0.0718;0.2679;0;7;3.5561;-0.6347;0
1;0;0;0;0.2439;0.1929;0;0.2439;0.0009;0.0299;0;5;2.4096;0.1374;0
1;0;0;0;0.4261;0.3486;0;0.4261;0.0036;0.0599;0;4;4.1460;0.1822;0
1;0;0;0;0.4825;0.4930;0;0.5757;0.0014;0.0370;0;4;6.0995;0.0564;0
1;0;0;0;0.1835;0.1505;0;0.5117;0.0256;0.1600;0;9;2.7366;-0.2991;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.4112;0.3014;0;0.4112;0.0023;0.0479;0;5;3.4711;0.2277;0
1;0;0;0;0.3281;0.4766;0;0.6271;0.0087;0.0935;0;8;6.1091;-0.0831;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.1480;0.0910;0;0.1978;0.0032;0.0568;0;6;1.2719;-0.1800;0
1;0;0;0;0.7585;0.5019;0;0.7585;0.0329;0.1813;0;4;5.0613;0.6104;0
1;0;0;0;0.6714;0.6523;0;0.9606;0.0121;0.1098;0;8;8.3443;-0.0870;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.3764;0.1737;0;0.7389;0.0563;0.2373;0;7;4.2707;-0.2951;0
1;0;0;0;0.4537;0.3543;0;0.4537;0.0022;0.0465;0;6;4.5348;0.0773;0
1;0;0;0;0.4520;0.6084;0;0.7821;0.0104;0.1018;0;6;8.1441;-0.0017;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.3159;0.0998;0;0.4494;0.0195;0.1396;0;9;2.5330;-0.1361;0
1;0;0;0;0.4584;0.4187;0;0.5323;0.0055;0.0740;0;7;5.1434;0.1425;0
1;0;0;0;0.3084;0.3491;0;0.5121;0.0067;0.0819;0;7;4.7181;-0.1500;0
1;0;0;0;0.2987;0.2834;0;0.3774;0.0017;0.0408;0;4;3.4051;-0.0097;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.3522;0.3284;0;0.3956;0.0022;0.0469;0;7;4.3215;0.0535;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.2698;0.3133;0;0.4140;0.0019;0.0436;0;7;4.0063;-0.0824;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.0396;0.0494;0;0.3184;0.0095;0.0974;0;8;1.3649;-0.2302;0
1;0;0;0;0.0000;0.2200;0;0.4164;0.0205;0.1432;0;6;2.5709;-0.0396;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.0000;0.2497;0;0.7494;0.0620;0.2489;0;7;5.0950;0.0000;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.3550;0.3260;0;0.4280;0.0042;0.0649;0;7;4.3086;0.3550;0
1;0;0;0;0.2661;0.4444;0;0.7868;0.0311;0.1762;0;7;7.0856;-0.0888;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;0.2471;0.2989;0;0.3517;0.0013;0.0357;0;6;3.7764;-0.0191;0
1;0;0;0;0.5345;0.5699;0;0.7274;0.0091;0.0955;0;6;7.4632;0.2874;0
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;0;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
WaveSuccessTime;0;15.5517
COMPLETED WAVE 0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.8893;0.3316;0;0.8893;0.0652;0.2553;0;8;5.2099;0.3548;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
TimeToTargetHit;1;Enemy1_Wave1_BOT_INV_rotador;0.7501
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;1.0272;0.3646;0;1.0272;0.1007;0.3173;0;7;7.4099;0.1378;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.4846;0.4365;0;0.9744;0.0606;0.2461;0;7;6.6706;-0.5426;0
1;0;1;0;0.5304;0.4868;0;0.5592;0.0039;0.0626;0;5;5.5053;0.0459;0
1;0;1;0;0.5319;0.4196;0;0.5528;0.0152;0.1232;0;7;4.7446;0.0015;0
1;0;1;0;0.6653;0.7138;0;0.9139;0.0112;0.1060;0;5;9.1593;0.1334;0
1;0;1;0;0.1835;0.4535;0;0.6775;0.0234;0.1529;0;7;6.4125;-0.4818;0
1;0;1;0;0.3743;0.2902;0;0.4321;0.0114;0.1068;0;7;3.9339;0.1908;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.9758;0.8401;0;1.0843;0.0295;0.1718;0;4;9.8067;0.6015;0
1;0;1;0;0.8747;0.8775;0;1.1493;0.0122;0.1103;0;6;11.5263;-0.1011;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.8922;0.5787;0;1.0862;0.1028;0.3206;0;9;6.7103;0.0175;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.7439;0.4286;0;0.9982;0.1205;0.3472;0;6;5.0756;-0.1483;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.9158;0.8026;0;0.9778;0.0101;0.1003;0;5;9.5513;0.1719;0
1;0;1;0;0.1813;0.3672;0;1.0074;0.0718;0.2679;0;10;6.6467;-0.7345;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.4502;0.2780;0;0.4698;0.0202;0.1422;0;5;3.4573;0.2689;0
1;0;1;0;0.5323;0.5085;0;0.6133;0.0028;0.0527;0;5;6.3250;0.0821;0
1;0;1;0;0.5304;0.5079;0;0.6389;0.0040;0.0630;0;8;6.9554;-0.0018;0
1;0;1;0;0.3489;0.2691;0;0.5878;0.0293;0.1712;0;6;3.8907;-0.1816;0
1;0;1;0;0.3090;0.3562;0;0.4088;0.0018;0.0429;0;9;4.5626;-0.0399;0
1;0;1;0;0.6183;0.6346;0;0.7538;0.0131;0.1144;0;4;7.1795;0.3093;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.3658;0.1457;0;0.8070;0.0742;0.2725;0;6;4.4038;-0.2525;0
1;0;1;0;0.2256;0.1597;0;0.3722;0.0106;0.1028;0;8;2.5396;-0.1403;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.3466;0.3781;0;0.6856;0.0221;0.1487;0;7;5.6549;0.1211;0
1;0;1;0;0.0000;0.1601;0;0.5338;0.0354;0.1882;0;8;3.6039;-0.3466;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.4284;0.3435;0;0.4284;0.0056;0.0747;0;4;4.0921;0.4284;0
1;0;1;0;0.5264;0.5620;0;0.6671;0.0031;0.0560;0;6;6.4648;0.0980;0
1;0;1;0;0.1631;0.3906;0;0.6623;0.0251;0.1583;0;7;5.1468;-0.3632;0
1;0;1;0;0.1371;0.1362;0;0.2867;0.0055;0.0744;0;8;1.8889;-0.0261;0
1;0;1;0;0.5805;0.5640;0;0.8346;0.0438;0.2092;0;4;5.8937;0.4434;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.1297;0.3311;0;0.6158;0.0410;0.2025;0;8;4.2662;-0.4508;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.2526;0.3763;0;0.4950;0.0211;0.1453;0;5;4.7410;0.1228;0
1;0;1;0;0.5606;0.4581;0;0.6662;0.0435;0.2086;0;4;4.0721;0.3080;0
1;0;1;0;0.5507;0.6393;0;0.9673;0.0104;0.1019;0;8;8.5026;-0.0099;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.0949;0.1012;0;0.6432;0.0458;0.2140;0;7;3.4707;-0.4558;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;0.3759;0.4814;0;0.6755;0.0415;0.2037;0;5;5.9568;0.2810;0
TimeToTargetHit;1;Enemy2_Wave1_BOT_rotador;4.3205
1;0;1;0;0.3316;0.3364;0;0.4088;0.0021;0.0454;0;7;4.1717;-0.0443;0
1;0;1;0;0.5713;0.5273;0;0.6898;0.0312;0.1767;0;4;5.2687;0.2397;0
1;0;1;0;0.5908;0.5855;0;0.6938;0.0027;0.0523;0;7;7.9080;0.0195;0
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
1;0;1;0;---;---;---;---;---;---;---;---;---;---;---;NoMovement
