AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;47.1119
WaveFailTime;0;233.4002
WaveFailTime;0;269.1628
WaveFailTime;0;304.3628
WaveFailTime;0;372.5486
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;0.7838;0.4781;0;0.8593;0.0694;0.2634;0;7;8.2029;0.7838;0
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;0.8437;0.5790;0;0.9740;0.0940;0.3067;0;10;9.0924;0.0599;0
TimeToTargetHit;0;Enemy1_Wave0_BOT_rotador;3.3629
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
