AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;72.7135
WaveFailTime;0;150.7261
WaveFailTime;0;188.9858
WaveFailTime;0;224.5634
WaveFailTime;0;248.2251
WaveFailTime;0;302.5217
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.4015;0.2087;0;0.7381;0.0331;0.1820;0;5;3.4452;0.4015;0
7;6;0;1;1.2367;1.1066;0;1.3433;0.1188;0.3446;0;4;12.8272;0.8352;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
TimeToTargetHit;0;Enemy1_Wave0_BOT_rotador;1.4203
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.6444;0.4127;0;1.3969;0.1592;0.3990;0;8;9.3498;-0.5923;0
7;6;0;1;0.4463;0.4687;0;0.7418;0.0123;0.1108;0;8;7.6948;-0.1981;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.1101;0.0993;0;0.4054;0.0095;0.0977;0;7;1.7337;-0.3362;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.3932;0.4405;0;0.7050;0.0633;0.2516;0;9;4.6462;0.2830;0
7;6;0;1;0.8736;0.6706;0;0.8736;0.0344;0.1854;0;4;7.2606;0.4804;0
7;6;0;1;0.0000;0.2465;0;0.8192;0.0691;0.2629;0;10;5.3780;-0.8736;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
