6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
6;5;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
WaveFailTime;0;13.8470
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.6202;0.4735;0;1.3871;0.1544;0.3929;0;4;5.8545;0.0767;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.4392;0.2370;0;0.6735;0.0602;0.2454;0;5;4.5602;-0.1810;0
TimeToTargetHit;0;Enemy1_Wave0_BOT_rotador;1.4810
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.0280;0.1296;0;0.7938;0.0899;0.2999;0;4;4.2269;-0.4113;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5699;0.2250;0;0.6961;0.0433;0.2082;0;4;4.9303;0.5419;0
7;6;0;1;0.6401;0.6416;0;0.9249;0.0131;0.1146;0;5;6.5347;0.0702;0
7;6;0;1;0.7360;0.7046;0;1.0421;0.0210;0.1450;0;4;6.4954;0.0958;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5905;0.4619;0;0.9266;0.0707;0.2659;0;6;5.1853;-0.1455;0
7;6;0;1;0.6395;0.6442;0;0.8707;0.0064;0.0801;0;4;6.2610;0.0490;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.6758;0.5152;0;0.8754;0.0747;0.2733;0;4;4.8261;0.0363;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.0198;0.5357;0;0.9915;0.0589;0.2426;0;5;5.5724;-0.6560;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;0.6340;0.4039;0;0.8106;0.0948;0.3079;0;6;2.9688;0.6142;0
7;6;0;1;0.5550;0.6264;0;0.9724;0.0139;0.1181;0;5;6.1336;-0.0790;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5778;0.5134;0;0.8130;0.0540;0.2323;0;4;4.7803;0.0228;0
7;6;0;1;0.6787;0.6595;0;0.8639;0.0126;0.1124;0;6;6.1785;0.1009;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.0928;0.1889;0;0.9175;0.0999;0.3161;0;4;3.2514;-0.5859;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.6456;0.5498;0;0.8446;0.0751;0.2740;0;3;4.5782;0.5528;0
7;6;0;1;0.6688;0.6640;0;0.8529;0.0080;0.0895;0;4;6.1415;0.0232;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.6952;0.3564;0;0.8913;0.0890;0.2984;0;4;4.9202;0.0264;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5977;0.3451;0;1.0857;0.1200;0.3465;0;3;3.8454;-0.0975;0
7;6;0;1;0.7036;0.6605;0;0.9804;0.0111;0.1056;0;4;6.5184;0.1059;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;0;1;0.8332;0.5141;0;0.8332;0.0669;0.2586;0;4;4.1689;0.1296;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5984;0.4696;0;0.8628;0.0660;0.2569;0;5;5.2937;-0.2348;0
7;6;0;1;0.7989;0.6213;0;0.8087;0.0103;0.1014;0;3;5.6972;0.2005;0
7;6;0;1;0.6171;0.5001;0;0.8087;0.0404;0.2011;0;4;5.2127;-0.1819;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.5181;0.6320;0;0.8646;0.0131;0.1145;0;5;5.9327;-0.0989;0
7;6;0;1;0.8197;0.6376;0;0.9889;0.0244;0.1561;0;4;5.8552;0.3016;0
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;0;1;0.1136;0.4245;0;0.7290;0.0613;0.2476;0;7;5.0303;-0.7061;0
7;6;0;1;0.5162;0.5528;0;0.7378;0.0246;0.1569;0;4;4.8687;0.4026;0
WaveSuccessTime;0;32.1485
COMPLETED WAVE 0
TimeToTargetHit;1;Enemy1_Wave1_BOT_INV_rotador;7.5705
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.5737;0.4149;0;0.7600;0.0550;0.2344;0;4;4.6074;0.0574;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.3426;0.2077;0;0.8596;0.0595;0.2439;0;6;4.2935;-0.2310;0
7;6;1;1;0.0000;0.3745;0;0.7883;0.0797;0.2823;0;5;4.8037;-0.3426;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;0.6867;0.6575;0;0.9143;0.0241;0.1551;0;2;5.9263;0.6867;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.2846;0.1031;0;0.5425;0.0436;0.2088;0;4;2.5138;-0.4021;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.0343;0.1674;0;0.6770;0.0718;0.2680;0;4;3.8358;-0.2504;0
7;6;1;1;0.7960;0.6719;0;1.0841;0.0210;0.1450;0;4;6.5052;0.7617;0
7;6;1;1;0.6386;0.6871;0;0.8287;0.0078;0.0886;0;5;6.2963;-0.1574;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.4961;0.5274;0;0.7776;0.0618;0.2486;0;5;4.1472;-0.1424;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;0.5842;0.5805;0;0.7528;0.0517;0.2273;0;3;4.0802;0.0880;0
7;6;1;1;0.7556;0.6955;0;0.8400;0.0096;0.0980;0;4;6.4479;0.1715;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.6164;0.6092;0;0.8351;0.0778;0.2790;0;4;5.0195;-0.1392;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.3292;0.1991;0;0.8214;0.0914;0.3023;0;3;3.4767;-0.2872;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
7;6;1;1;0.3753;0.1444;0;0.9667;0.0915;0.3024;0;3;4.3420;0.0461;0
7;6;1;1;0.6836;0.4801;0;0.6836;0.0580;0.2408;0;2;3.5804;0.3082;0
7;6;1;1;0.7491;0.6772;0;0.8101;0.0136;0.1165;0;4;6.0574;0.0656;0
7;6;1;1;0.8675;0.7050;0;0.8675;0.0058;0.0760;0;5;6.2791;0.1184;0
7;6;1;1;0.6327;0.5830;0;0.7030;0.0048;0.0690;0;4;5.5955;-0.2348;0
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
7;6;1;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
TimeToTargetHit;1;Enemy2_Wave1_BOT_rotador;14.4843
WaveFailTime;1;44.2451
TimeToTargetHit;1;Enemy1_Wave1_BOT_INV_rotador;2.9123
TimeToTargetHit;1;Enemy2_Wave1_BOT_rotador;16.5956
WaveSuccessTime;1;51.3984
COMPLETED WAVE 1
TimeToTargetHit;2;Enemy1_Wave2_waver;10.3607
TimeToTargetHit;2;Enemy2_Wave2_BOT_rotador;15.8520
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
8;7;2;1;0.5710;0.6846;0;1.0848;0.0817;0.2858;0;4;5.2230;-0.0618;0
8;7;2;1;0.0000;0.5362;0;0.8367;0.0470;0.2168;0;6;5.2578;-0.5710;0
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
8;7;2;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
WaveSuccessTime;2;58.4311
COMPLETED WAVE 2
TimeToTargetHit;3;Enemy1_Wave3_waver;6.7187
TimeToTargetHit;3;Enemy3_Wave3_BOT_INV_rotador;3.6865
TimeToTargetHit;3;Enemy2_Wave3_BOT_rotador;15.1495
WaveFailTime;3;35.5391
TimeToTargetHit;3;Enemy1_Wave3_waver;5.8248
TimeToTargetHit;3;Enemy3_Wave3_BOT_INV_rotador;3.9879
WaveFailTime;3;31.6851
TimeToTargetHit;3;Enemy1_Wave3_waver;3.0438
TimeToTargetHit;3;Enemy2_Wave3_BOT_rotador;10.9065
TimeToTargetHit;3;Enemy3_Wave3_BOT_INV_rotador;7.0840
WaveSuccessTime;3;64.5555
COMPLETED WAVE 3
TimeToTargetHit;4;Enemy1_Wave4_BOT_rotador;3.7777
TimeToTargetHit;4;Enemy2_Wave4_BOT_rotador;16.5741
TimeToTargetHit;4;Enemy3_Wave4_waver_INV;25.1596
TimeToTargetHit;4;Enemy6_Wave4_BOT_rotador;8.2795
TimeToTargetHit;4;Enemy5_Wave4_BOT_INV_rotador;23.0684
TimeToTargetHit;4;Enemy7_Wave4_waver;15.9849
WaveFailTime;4;87.9086
TimeToTargetHit;4;Enemy1_Wave4_BOT_rotador;1.9076
TimeToTargetHit;4;Enemy2_Wave4_BOT_rotador;3.4632
TimeToTargetHit;4;Enemy3_Wave4_waver_INV;11.6339
TimeToTargetHit;4;Enemy4_Wave4_waver;7.0533
WaveFailTime;4;54.8544
TimeToTargetHit;4;Enemy1_Wave4_BOT_rotador;3.0920
TimeToTargetHit;4;Enemy2_Wave4_BOT_rotador;5.5731
WaveFailTime;4;31.7068
TimeToTargetHit;4;Enemy1_Wave4_BOT_rotador;4.6254
TimeToTargetHit;4;Enemy2_Wave4_BOT_rotador;8.1885
TimeToTargetHit;4;Enemy3_Wave4_waver_INV;16.5794
TimeToTargetHit;4;Enemy4_Wave4_waver;7.1372
TimeToTargetHit;4;Enemy5_Wave4_BOT_INV_rotador;23.0873
WaveFailTime;4;90.3529
TimeToTargetHit;4;Enemy1_Wave4_BOT_rotador;2.6479
TimeToTargetHit;4;Enemy2_Wave4_BOT_rotador;9.0082
TimeToTargetHit;4;Enemy3_Wave4_waver_INV;17.0598
TimeToTargetHit;4;Enemy4_Wave4_waver;7.0833
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
14;13;4;1;0.6043;0.5363;0;0.8780;0.0483;0.2198;0;4;4.9010;0.6043;0
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;NoMovement
14;13;4;1;0.1583;0.4940;0;0.6697;0.0218;0.1475;0;6;4.9221;-0.4460;0
14;13;4;1;0.6259;0.6614;0;0.9298;0.0102;0.1008;0;4;6.4022;0.4676;0
14;13;4;1;---;---;---;---;---;---;---;---;---;---;---;OutOfAngle
