AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;101.1663
WaveFailTime;0;118.6142
WaveFailTime;0;129.6658
WaveFailTime;0;139.8987
WaveFailTime;0;159.5707
WaveFailTime;0;203.3684
WaveFailTime;0;226.7307
WaveFailTime;0;246.6166
WaveFailTime;0;260.8688
WaveFailTime;0;281.1837
WaveFailTime;0;308.6367
WaveFailTime;0;382.9168
WaveFailTime;0;411.7000
WaveFailTime;0;415.0068
WaveFailTime;0;431.9618
WaveFailTime;0;435.0771
WaveFailTime;0;479.6927
WaveFailTime;0;519.5388
WaveFailTime;0;550.1014
WaveFailTime;0;576.9696
