AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;11.5682
WaveFailTime;0;13.0153
WaveFailTime;0;19.9572
WaveFailTime;0;21.1306
WaveFailTime;0;28.0837
WaveFailTime;0;29.2829
WaveFailTime;0;30.2248
WaveFailTime;0;37.2107
WaveFailTime;0;38.3957
WaveFailTime;0;45.3845
WaveFailTime;0;46.6003
WaveFailTime;0;53.5760
WaveFailTime;0;54.8155
WaveFailTime;0;61.8326
WaveFailTime;0;63.0152
WaveFailTime;0;69.9986
WaveFailTime;0;71.2234
WaveFailTime;0;78.1966
WaveFailTime;0;79.3947
WaveFailTime;0;86.3588
WaveFailTime;0;87.5956
WaveFailTime;0;88.5483
WaveFailTime;0;95.5100
WaveFailTime;0;96.7290
WaveFailTime;0;103.7189
