AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;38.0674
WaveFailTime;0;76.0938
WaveFailTime;0;92.7477
WaveFailTime;0;178.4616
WaveFailTime;0;242.5880
WaveFailTime;0;280.4127
WaveFailTime;0;311.6406
WaveFailTime;0;338.4971
WaveFailTime;0;374.3828
WaveFailTime;0;424.3818
WaveFailTime;0;463.2352
WaveFailTime;0;500.9247
WaveFailTime;0;525.8926
WaveFailTime;0;531.7632
WaveFailTime;0;551.5222
WaveFailTime;0;619.7850
WaveFailTime;0;656.0239
WaveFailTime;0;675.2169
WaveFailTime;0;678.4011
WaveFailTime;0;776.6187
