AttemptID;RetryNumber;WaveNumber;Death;CurrentJitter;SmoothedJitter;IsHard;JitterPeak;JitterVariance;JitterStdDev;JitterEvents;OvershootCount;JitterArea;JitterDirectionBias;JitterClusters
WaveFailTime;0;12.0974
WaveFailTime;0;17.3662
WaveFailTime;0;25.7402
WaveFailTime;0;35.6076
WaveFailTime;0;40.9558
WaveFailTime;0;49.4913
WaveFailTime;0;57.7196
WaveFailTime;0;65.9849
WaveFailTime;0;74.3510
WaveFailTime;0;82.5496
WaveFailTime;0;90.9045
WaveFailTime;0;99.1152
WaveFailTime;0;107.5594
WaveFailTime;0;115.8342
WaveFailTime;0;124.1971
WaveFailTime;0;132.4646
WaveFailTime;0;140.6310
WaveFailTime;0;148.8387
WaveFailTime;0;157.0873
WaveFailTime;0;165.4504
WaveFailTime;0;173.9582
WaveFailTime;0;182.2863
WaveFailTime;0;190.5793
WaveFailTime;0;198.9385
WaveFailTime;0;207.2950
WaveFailTime;0;215.6141
WaveFailTime;0;223.9745
WaveFailTime;0;232.2335
WaveFailTime;0;240.4325
WaveFailTime;0;248.7585
WaveFailTime;0;257.0084
WaveFailTime;0;265.2453
WaveFailTime;0;273.5552
