AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;0.9609147;5.749703;0;0;0;0;TargetAnchor1
1;JetpackSegment_3;1.151354;11.91921;0.119601;0.1038786;0;0;TargetAnchor2
1;JetpackSegment_4;1.217821;17.81934;0.2309702;0.1896587;0;0;TargetAnchor3
2;JetpackSegment_6;1.176477;8.444548;0;0;0;1;TargetAnchor1
2;JetpackSegment_7;1.118784;24.07624;0.4154704;0.3713588;0;0;TargetAnchor2
2;JetpackSegment_8;1.244848;15.75112;0.1920465;0.154273;0;0;TargetAnchor3
2;JetpackSegment_9;1.811427;10.90923;0.2222321;0.1226835;0;0;TargetAnchor4
2;JetpackSegment_10;1.780422;16.52616;0.349473;0.1962866;0;0;TargetAnchor5
2;JetpackSegment_11;1.729979;14.66747;0.2290295;0.1323886;0;0;TargetAnchor6
2;JetpackSegment_12;1.797276;9.629328;0.1751248;0.09743903;0;0;TargetAnchor7
3;JetpackSegment_14;0.9687476;8.525912;0;0;0;1;TargetAnchor1
3;JetpackSegment_15;1.259498;14.67709;0.2040875;0.1620387;0;0;TargetAnchor2
3;JetpackSegment_16;1.315909;19.53341;0.285618;0.21705;0;0;TargetAnchor3
3;JetpackSegment_17;1.776024;10.50527;0.1722684;0.09699665;0;0;TargetAnchor4
3;JetpackSegment_18;1.483057;7.913052;0;0;0;0;TargetAnchor5
3;JetpackSegment_19;1.681329;6.155581;0;0;0;0;TargetAnchor6
3;JetpackSegment_20;1.729584;11.88188;0.1391377;0.08044576;0;0;TargetAnchor7
4;JetpackSegment_22;1.090914;14.8256;0.1640721;0.1503987;0;1;TargetAnchor1
4;JetpackSegment_23;0.9720096;10.99069;0;0;0;0;TargetAnchor2
4;JetpackSegment_24;1.149176;16.88169;0.1286293;0.1119318;0;0;TargetAnchor3
4;JetpackSegment_25;1.700623;10.2835;0.1320323;0.07763763;0;0;TargetAnchor4
4;JetpackSegment_26;1.56222;14.88748;0.2405487;0.1539788;0;0;TargetAnchor5
4;JetpackSegment_27;1.576617;5.774404;0;0;0;0;TargetAnchor6
4;JetpackSegment_28;1.887507;11.46066;0.2329398;0.1234114;0;0;TargetAnchor7
5;JetpackSegment_30;1.004458;17.68087;0.1460546;0.1454064;0;1;TargetAnchor1
5;JetpackSegment_31;0.9519814;4.036997;0;0;0;0;TargetAnchor2
5;JetpackSegment_32;1.093196;10.26011;0.0447436;0.04092916;0;0;TargetAnchor3
5;JetpackSegment_33;3.454525;21.74962;1.34515;0.3893877;0;1;TargetAnchor4
6;JetpackSegment_34;0.9994212;11.05047;0;0;0;0;TargetAnchor1
6;JetpackSegment_35;1.13907;14.07233;0.0271634;0.023847;0;0;TargetAnchor2
6;JetpackSegment_36;1.251169;11.15233;0;0;0;0;TargetAnchor3
6;JetpackSegment_37;1.834102;11.94071;0.2334783;0.1272984;0;0;TargetAnchor4
