AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_1;2.601004;144.3305;2.601004;1;0;0;TargetAnchor1
1;JetpackSegment_2;1.011379;25.78982;0.4517974;0.4467142;0;0;TargetAnchor1
2;JetpackSegment_4;1.414873;37.52419;0.9144635;0.6463221;0;1;TargetAnchor1
2;JetpackSegment_5;1.366363;43.35837;0.9712023;0.7107935;0;0;TargetAnchor2
2;JetpackSegment_6;1.54756;45.64464;1.233364;0.7969735;0;0;TargetAnchor3
2;JetpackSegment_7;1.182849;34.21426;1.182849;1;0;1;TargetAnchor4
3;JetpackSegment_8;0.9775152;26.36564;0.4633321;0.4739897;0;0;TargetAnchor1
3;JetpackSegment_9;1.111418;26.62461;0.5265461;0.4737605;0;0;TargetAnchor2
3;JetpackSegment_10;1.067646;38.20953;0.9056299;0.8482491;0;0;TargetAnchor3
3;JetpackSegment_11;1.422496;28.98529;0.7978564;0.560885;0;0;TargetAnchor4
3;JetpackSegment_12;1.896355;45.72625;0.9651809;0.5089664;0;0;TargetAnchor5
3;JetpackSegment_13;2.190274;27.21255;1.039919;0.4747893;0;1;TargetAnchor6
4;JetpackSegment_14;1.470161;39.05139;0.6378602;0.4338709;0;0;TargetAnchor1
4;JetpackSegment_15;1.377013;42.7873;0.9478196;0.6883156;0;0;TargetAnchor2
4;JetpackSegment_16;1.059992;36.93555;0.8223996;0.7758548;0;0;TargetAnchor3
4;JetpackSegment_17;0.2552079;15.19088;0;0;0;1;TargetAnchor4
4;JetpackSegment_18;1.516778;18.98377;0;0;0;0;TargetAnchor5
4;JetpackSegment_19;2.161886;49.89824;1.304549;0.6034312;0;0;TargetAnchor6
4;JetpackSegment_20;2.116265;35.22957;1.066449;0.5039299;0;0;TargetAnchor7
4;JetpackSegment_21;1.402223;29.48057;0.4973981;0.3547212;0;0;TargetAnchor8
