AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;1.748592;23.89615;0.2635514;0.1507221;0;0;TargetAnchor1
1;JetpackSegment_3;1.524245;34.37461;0.8337385;0.5469846;0;0;TargetAnchor2
1;JetpackSegment_4;1.788134;20.96688;0.4023116;0.2249896;0;0;TargetAnchor3
1;JetpackSegment_5;2.24484;24.29283;0.4044569;0.1801718;0;0;TargetAnchor4
1;JetpackSegment_6;2.210469;24.50383;0.4242092;0.1919091;0;0;TargetAnchor5
1;JetpackSegment_7;2.635209;17.75931;0.4839603;0.1836516;0;0;TargetAnchor6
1;JetpackSegment_8;2.68774;22.07555;0.5034298;0.187306;0;0;TargetAnchor7
1;JetpackSegment_9;0.7328439;42.94716;0.614134;0.8380147;0;1;TargetAnchor8
2;JetpackSegment_10;0.095222;63.5751;0.095222;1;0;1;TargetAnchor1
3;JetpackSegment_11;1.683866;27.46239;0.6182083;0.3671364;0;0;TargetAnchor1
3;JetpackSegment_12;2.619485;19.46396;0.2190643;0.08362877;0;0;TargetAnchor2
3;JetpackSegment_13;2.673636;18.99017;0.4535664;0.169644;0;0;TargetAnchor3
3;JetpackSegment_14;2.778447;21.14604;0.4433473;0.1595666;0;0;TargetAnchor4
