AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_1;1.390254;48.72003;0.967365;0.6958188;0;0;TargetAnchor1
1;JetpackSegment_2;1.249637;55.02794;1.249637;1;0;0;TargetAnchor2
1;JetpackSegment_3;1.061177;46.0375;1.061177;1;0;0;TargetAnchor3
1;JetpackSegment_4;1.962833;52.1383;1.756606;0.894934;0;1;TargetAnchor4
2;JetpackSegment_5;1.616829;51.25239;1.18476;0.7327678;0;0;TargetAnchor1
2;JetpackSegment_6;1.071088;31.26382;0.6796022;0.634497;0;0;TargetAnchor2
3;JetpackSegment_8;1.756167;70.09102;1.658676;0.9444862;0;1;TargetAnchor1
4;JetpackSegment_9;1.877414;60.78355;1.52581;0.8127193;0;1;TargetAnchor1
5;JetpackSegment_10;1.49719;34.9799;1.087139;0.7261193;0;1;TargetAnchor1
6;JetpackSegment_11;1.833988;69.71558;1.55949;0.8503273;0;1;TargetAnchor1
7;JetpackSegment_12;1.293729;41.59589;0.9668623;0.7473455;0;0;TargetAnchor1
7;JetpackSegment_13;1.059581;37.009;0.7565558;0.7140144;0;0;TargetAnchor2
7;JetpackSegment_14;1.481015;53.08712;1.464526;0.9888662;0;0;TargetAnchor3
7;JetpackSegment_15;1.578571;25.0779;0.2303999;0.1459547;0;1;TargetAnchor4
8;JetpackSegment_16;1.276044;34.98816;0.890438;0.6978113;0;0;TargetAnchor1
8;JetpackSegment_17;1.670385;57.96573;1.499584;0.8977479;0;0;TargetAnchor2
8;JetpackSegment_18;1.354731;66.2794;1.354731;1;0;0;TargetAnchor3
8;JetpackSegment_19;1.628635;37.42788;1.061926;0.652034;0;0;TargetAnchor4
8;JetpackSegment_20;1.602582;49.75409;1.506341;0.939946;0;0;TargetAnchor5
8;JetpackSegment_21;1.890562;49.64642;1.661618;0.8789012;0;0;TargetAnchor6
8;JetpackSegment_22;2.068458;60.78035;1.877862;0.9078562;0;0;TargetAnchor7
8;JetpackSegment_23;1.541476;60.12532;1.2116;0.7859999;0;0;TargetAnchor8
