AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_1;2.255312;74.99245;2.255312;1;0;1;TargetAnchor1
2;JetpackSegment_2;0.910802;55.82974;0.910802;1;0;1;TargetAnchor1
3;JetpackSegment_3;0.4261291;96.08293;0.4261291;1;0;1;TargetAnchor1
5;JetpackSegment_5;1.118556;16.44227;0.1217455;0.1088416;0;1;TargetAnchor1
5;JetpackSegment_6;1.387381;8.138837;0;0;0;0;TargetAnchor2
5;JetpackSegment_7;1.479349;19.96391;0.4145817;0.2802459;0;0;TargetAnchor3
5;JetpackSegment_8;2.148862;34.03366;1.130227;0.5259656;0;0;TargetAnchor4
5;JetpackSegment_9;2.087741;22.60702;0.4480906;0.2146293;0;1;TargetAnchor5
6;JetpackSegment_10;1.124504;19.67502;0.3771659;0.3354065;0;0;TargetAnchor1
6;JetpackSegment_11;1.337936;17.61598;0.356016;0.2660933;0;0;TargetAnchor2
6;JetpackSegment_12;1.351571;14.95527;0.2416256;0.1787739;0;0;TargetAnchor3
6;JetpackSegment_13;1.808249;11.45335;0.2389182;0.1321269;0;0;TargetAnchor4
6;JetpackSegment_14;1.598149;15.48494;0.2761941;0.1728213;0;0;TargetAnchor5
