AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;1.420176;26.37534;0.347656;0.2447979;0;0;TargetAnchor1
1;JetpackSegment_3;1.499249;36.46032;0.7016369;0.4679924;0;0;TargetAnchor1
1;JetpackSegment_4;1.369092;36.7181;0.7085727;0.5175493;0;0;TargetAnchor2
1;JetpackSegment_5;1.283401;19.55713;0.249705;0.194565;0;0;TargetAnchor3
1;JetpackSegment_6;1.863544;18.45112;0.4130718;0.2216592;0;0;TargetAnchor4
1;JetpackSegment_7;1.533638;9.945879;0;0;0;0;TargetAnchor5
1;JetpackSegment_8;2.366788;23.95697;0.5725527;0.2419113;0;0;TargetAnchor6
1;JetpackSegment_9;1.689339;14.71229;0.2274501;0.1346385;0;1;TargetAnchor7
2;JetpackSegment_10;0.1343612;8.427167;0;0;0;0;TargetAnchor1
2;JetpackSegment_11;1.195138;32.70163;0.7446527;0.6230683;0;0;TargetAnchor1
