AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_7;1.552661;21.679;0.5059049;0.3258309;0;0;TargetAnchor1
1;JetpackSegment_8;1.289277;16.77934;0;0;0;0;TargetAnchor2
1;JetpackSegment_9;1.405186;26.14713;0.4819676;0.342992;0;0;TargetAnchor3
1;JetpackSegment_10;1.954377;14.33084;0.3903182;0.1997149;0;0;TargetAnchor4
1;JetpackSegment_11;1.662672;16.87954;0.4173615;0.2510185;0;0;TargetAnchor5
1;JetpackSegment_12;1.229515;13.20341;0.2067421;0.1681493;0;1;TargetAnchor6
2;JetpackSegment_13;1.22895;24.39328;0.4484301;0.3648889;0;0;TargetAnchor1
2;JetpackSegment_14;1.281666;34.00156;0.7252127;0.5658361;0;0;TargetAnchor2
2;JetpackSegment_15;1.29402;9.988154;0.1029075;0.07952543;0;0;TargetAnchor3
2;JetpackSegment_16;1.864852;13.77326;0.3907734;0.2095466;0;0;TargetAnchor4
2;JetpackSegment_17;1.669699;14.47709;0.3086989;0.1848829;0;0;TargetAnchor5
2;JetpackSegment_18;1.416061;6.488261;0;0;0;0;TargetAnchor6
2;JetpackSegment_19;1.713933;17.56245;0.4821136;0.2812909;0;0;TargetAnchor7
2;JetpackSegment_20;1.777513;69.22187;1.051744;0.5916943;0;0;TargetAnchor8
