AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;1.167559;25.63144;0.5213562;0.4465351;0;0;TargetAnchor1
1;JetpackSegment_3;1.472335;32.45023;0.6912333;0.4694809;0;0;TargetAnchor2
1;JetpackSegment_4;1.151233;50.47538;0.6394388;0.5554383;0;1;TargetAnchor3
2;JetpackSegment_5;1.418036;24.50223;0.4696748;0.3312151;0;0;TargetAnchor1
2;JetpackSegment_6;1.563205;33.17669;0.6278465;0.4016405;0;0;TargetAnchor2
2;JetpackSegment_7;1.28348;21.25683;0.3012083;0.2346809;0;0;TargetAnchor3
2;JetpackSegment_8;1.976447;28.05908;0.6473082;0.327511;0;0;TargetAnchor4
2;JetpackSegment_9;1.608099;10.36703;0.2033017;0.1264236;0;0;TargetAnchor5
2;JetpackSegment_10;1.857636;20.82922;0.6124701;0.3297041;0;0;TargetAnchor6
2;JetpackSegment_11;1.579112;25.69257;0.5393703;0.3415656;0;0;TargetAnchor7
2;JetpackSegment_12;1.375448;83.95377;1.375448;1;0;0;TargetAnchor8
