AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
7;JetpackSegment_23;1.805907;36.65567;1.315674;0.7285395;0;1;TargetAnchor1
8;JetpackSegment_24;1.471677;22.93515;0.3966297;0.2695087;0;0;TargetAnchor1
8;JetpackSegment_25;1.108758;22.31112;0;0;0;0;TargetAnchor2
8;JetpackSegment_26;1.616092;31.30719;0.6651338;0.4115692;0;0;TargetAnchor3
8;JetpackSegment_27;1.552138;9.852679;0;0;0;0;TargetAnchor4
8;JetpackSegment_28;0.232589;29.92887;0.1181683;0.5080563;0;1;TargetAnchor5
9;JetpackSegment_29;1.39127;22.84759;0.3362298;0.2416712;0;0;TargetAnchor1
9;JetpackSegment_30;1.51105;28.03988;0.4780765;0.3163869;0;0;TargetAnchor2
9;JetpackSegment_31;1.646298;34.7378;0.8556035;0.5197136;0;1;TargetAnchor3
10;JetpackSegment_32;1.398294;19.39837;0.3633445;0.2598485;0;0;TargetAnchor1
10;JetpackSegment_33;1.257297;20.4276;0.046735;0.03717101;0;0;TargetAnchor2
10;JetpackSegment_34;1.778768;37.22781;0.7182196;0.4037737;0;1;TargetAnchor3
11;JetpackSegment_35;2.824624;32.2081;1.16814;0.413556;0;1;TargetAnchor1
12;JetpackSegment_36;1.24823;22.79154;0.4144561;0.3320351;0;0;TargetAnchor1
12;JetpackSegment_37;1.506589;36.46278;0.6894213;0.4576041;0;0;TargetAnchor2
12;JetpackSegment_38;2.162782;65.61933;1.147783;0.5306975;0;1;TargetAnchor3
13;JetpackSegment_39;1.575677;34.27112;0.8729809;0.5540354;0;0;TargetAnchor1
14;JetpackSegment_41;1.684005;39.89812;0.8821977;0.5238686;0;1;TargetAnchor1
14;JetpackSegment_42;1.256656;20.17398;0.3508244;0.279173;0;0;TargetAnchor2
14;JetpackSegment_43;1.226617;19.69929;0.242094;0.1973672;0;0;TargetAnchor3
14;JetpackSegment_44;2.132928;23.12541;0.4244765;0.1990112;0;0;TargetAnchor4
15;JetpackSegment_46;1.326324;32.67665;0.5145513;0.387953;0;1;TargetAnchor1
15;JetpackSegment_47;1.209499;26.28426;0.4629425;0.3827555;0;0;TargetAnchor2
15;JetpackSegment_48;1.96971;44.20974;1.044867;0.5304673;0;1;TargetAnchor3
17;JetpackSegment_50;1.524328;19.31176;0.3748021;0.2458803;0;1;TargetAnchor1
17;JetpackSegment_51;1.295924;17.52432;0;0;0;0;TargetAnchor2
17;JetpackSegment_52;4.32792;62.2825;3.381644;0.7813556;0;1;TargetAnchor3
18;JetpackSegment_53;1.542643;22.08307;0.3282102;0.2127584;0;0;TargetAnchor1
18;JetpackSegment_54;1.645902;26.72382;0.5494609;0.3338357;0;0;TargetAnchor2
18;JetpackSegment_55;1.582151;34.87823;1.07585;0.6799917;0;0;TargetAnchor3
18;JetpackSegment_56;1.829811;29.41539;0.6860046;0.3749045;0;0;TargetAnchor4
18;JetpackSegment_57;1.714291;22.96034;0.4178664;0.2437546;0;0;TargetAnchor5
18;JetpackSegment_58;2.130459;25.8495;0.746812;0.3505404;0;0;TargetAnchor6
18;JetpackSegment_59;1.887202;23.10053;0.4796483;0.2541584;0;0;TargetAnchor7
18;JetpackSegment_60;2.208259;73.47993;1.470289;0.6658137;0;0;TargetAnchor8
