AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_1;2.041733;74.63498;1.922974;0.941834;0;1;TargetAnchor1
2;JetpackSegment_2;2.428193;82.98814;2.164473;0.8913925;0;1;TargetAnchor1
3;JetpackSegment_3;1.434116;60.34831;1.285065;0.8960677;0;0;TargetAnchor1
3;JetpackSegment_4;1.899215;55.67308;1.682531;0.8859089;0;0;TargetAnchor2
3;JetpackSegment_5;1.570761;55.8908;1.500884;0.9555141;0;0;TargetAnchor3
3;JetpackSegment_6;1.882441;48.4099;1.59825;0.8490306;0;0;TargetAnchor4
3;JetpackSegment_7;2.750829;61.23185;2.750829;1;0;1;TargetAnchor5
5;JetpackSegment_9;1.719334;57.27208;1.38943;0.8081211;0;1;TargetAnchor1
5;JetpackSegment_10;1.701199;62.29091;1.55926;0.9165655;0;0;TargetAnchor2
5;JetpackSegment_11;1.35037;19.97569;0.303377;0.2246622;0;1;TargetAnchor3
8;JetpackSegment_14;1.483485;59.78643;1.297689;0.874757;0;1;TargetAnchor1
8;JetpackSegment_15;2.154258;74.16782;2.04465;0.9491202;0;0;TargetAnchor2
8;JetpackSegment_16;0.9364646;31.00866;0.3311631;0.3536312;0;1;TargetAnchor3
9;JetpackSegment_17;1.658797;46.06131;1.303995;0.7861091;0;0;TargetAnchor1
9;JetpackSegment_18;0.3019206;47.44997;0.3019206;1;0;1;TargetAnchor2
10;JetpackSegment_19;1.879211;78.33545;1.742748;0.927383;0;1;TargetAnchor1
11;JetpackSegment_20;2.586154;84.07421;2.420366;0.9358938;0;1;TargetAnchor1
12;JetpackSegment_21;1.779622;65.86109;1.546075;0.868766;0;0;TargetAnchor1
12;JetpackSegment_22;1.425807;46.57582;1.201947;0.8429945;0;0;TargetAnchor2
12;JetpackSegment_23;1.379115;50.53128;1.379115;1;0;0;TargetAnchor3
