AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
5;JetpackSegment_27;1.3341;46.60673;0.7789556;0.5838811;0;0;TargetAnchor1
5;JetpackSegment_28;1.152734;18.90437;0.3163423;0.2744279;0;0;TargetAnchor2
5;JetpackSegment_29;1.237125;21.39379;0.3461635;0.279813;0;0;TargetAnchor3
5;JetpackSegment_30;1.624946;25.50827;0.5803338;0.3571402;0;0;TargetAnchor4
5;JetpackSegment_31;1.556631;28.30512;0.56949;0.3658478;0;1;TargetAnchor5
6;JetpackSegment_32;1.371588;47.50453;0.8619971;0.6284666;0;0;TargetAnchor1
6;JetpackSegment_33;1.147295;17.39805;0.2026472;0.1766304;0;0;TargetAnchor2
6;JetpackSegment_34;1.290539;32.92348;0.4630452;0.3587997;0;0;TargetAnchor3
6;JetpackSegment_35;2.015467;36.74862;1.457596;0.723205;0;0;TargetAnchor4
6;JetpackSegment_36;1.875625;40.00864;1.248259;0.6655167;0;0;TargetAnchor5
6;JetpackSegment_37;1.774137;41.18069;1.271106;0.7164646;0;0;TargetAnchor6
6;JetpackSegment_38;1.790825;39.73303;1.237715;0.6911421;0;0;TargetAnchor7
6;JetpackSegment_39;2.045949;69.22705;1.311574;0.6410592;0;0;TargetAnchor8
