AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;1.151139;26.93403;0.4571385;0.3971183;0;0;TargetAnchor1
1;JetpackSegment_3;1.177562;10.05924;0;0;0;0;TargetAnchor2
1;JetpackSegment_4;1.19777;16.99569;0.2114925;0.1765719;0;0;TargetAnchor3
1;JetpackSegment_5;1.780225;17.98299;0.4478221;0.2515537;0;0;TargetAnchor4
1;JetpackSegment_6;0.9290215;21.71028;0;0;0;0;TargetAnchor5
1;JetpackSegment_7;1.957733;13.42057;0.3323813;0.1697787;0;0;TargetAnchor6
1;JetpackSegment_8;1.898824;16.64197;0.3291086;0.1733223;0;1;TargetAnchor7
2;JetpackSegment_9;0.0500253;5.57075;0;0;0;0;TargetAnchor1
2;JetpackSegment_10;0.9416547;11.26488;0;0;0;0;TargetAnchor1
2;JetpackSegment_11;1.104776;12.97811;0;0;0;0;TargetAnchor2
2;JetpackSegment_12;1.364411;22.38784;0.3323373;0.2435756;0;1;TargetAnchor3
