AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
1;JetpackSegment_2;1.114294;10.56855;0;0;0;0;TargetAnchor1
1;JetpackSegment_3;1.701453;28.81101;0.4382859;0.2575951;0;0;TargetAnchor2
1;JetpackSegment_4;1.379904;21.80884;0.3856169;0.2794519;0;0;TargetAnchor3
1;JetpackSegment_5;1.644795;15.34595;0.0917522;0.05578336;0;0;TargetAnchor4
1;JetpackSegment_6;2.00175;11.1771;0.0262067;0.0130919;0;0;TargetAnchor5
1;JetpackSegment_7;2.10259;15.44196;0.3031708;0.1441892;0;0;TargetAnchor6
1;JetpackSegment_8;1.863408;17.79103;0.2689028;0.144307;0;0;TargetAnchor7
1;JetpackSegment_9;0.3637527;108.4985;0.3637527;1;0;0;TargetAnchor8
1;JetpackSegment_10;0.1666753;112.5295;0.1666753;1;0;0;TargetAnchor8
1;JetpackSegment_11;0.259438;112.1804;0.259438;1;0;0;TargetAnchor8
1;JetpackSegment_12;0.08609299;113.2263;0.08609299;1;0;0;TargetAnchor8
