AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
29;1;9.509;48.037;0.416;1;14.1627;3.4023;3.2601;0.077
30;1;19.007;31.918;0.678;1;11.5604;5.3838;2.2623;0.231
31;1;27.264;39.617;1.000;1;10.6993;3.3189;1.1003;0.154
32;1;15.663;68.519;0.529;1;11.0009;5.4317;2.9368;0.154
