AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
13;1;10.360;28.783;0.487;1;4.7712;2.2858;1.3513;0.077
15;1;7.962;16.955;0.478;1;8.6480;3.9325;1.5072;0.000
17;1;18.793;44.616;0.541;1;11.7049;4.4721;2.5010;0.231
18;1;25.439;39.846;0.880;1;8.9857;4.7600;2.5158;0.231
19;1;11.281;30.563;0.399;1;4.9004;4.4826;1.6842;0.077
20;1;16.870;26.868;0.593;1;5.5184;4.3748;0.8892;0.077
