AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
1;1;25.180;43.020;1.000;0;10.0851;4.3558;2.9786;4.000
2;1;16.899;44.853;0.667;1;5.3795;3.4553;1.0060;0.154
3;1;25.600;42.681;1.000;0;8.5625;3.9199;2.7344;0.231
3;2;25.760;82.461;1.000;0;7.5945;2.8715;2.5233;0.154
3;3;24.477;120.818;0.852;1;9.2402;3.2726;1.8385;0.077
4;1;25.400;41.583;1.000;0;8.6750;3.4539;1.8504;0.462
4;2;25.880;81.163;1.000;0;8.9855;3.1602;2.3184;0.077
4;3;25.780;121.203;1.000;0;8.9777;3.1103;2.9868;0.077
