AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
2;1;25.536;592.127;1.000;1;12.0392;3.6849;1.6839;0.231
3;1;18.379;27.383;0.620;1;7.7229;5.8218;2.1764;0.154
