AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
9;1;12.665;46.769;0.505;1;8.7194;5.4513;5.0534;0.231
10;1;28.062;41.378;1.000;1;8.4993;5.6116;5.9154;0.385
11;1;20.071;29.408;0.764;1;6.3908;5.1861;4.9326;0.231
12;1;17.659;28.648;0.535;1;9.0008;5.5138;3.9640;0.231
13;1;22.355;32.836;0.744;1;7.6876;6.1813;6.6205;0.231
