AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
10;1;10.042;50.190;0.416;1;10.5930;5.0051;0.0996;0.077
11;1;25.920;36.838;0.999;0;9.3901;3.5733;3.5494;0.462
12;1;24.760;47.952;1.000;0;8.5521;4.0814;3.3118;0.231
12;2;25.280;87.772;1.000;0;8.4334;3.9376;3.5997;0.231
12;3;25.360;127.112;1.000;0;7.8626;4.1936;2.9968;0.231
12;4;15.509;157.221;0.530;1;8.2256;5.4955;1.9343;0.000
