AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
1;1;24.540;98.260;1.000;0;11.6273;4.4793;3.9935;3.000
1;2;8.489;120.749;0.416;0;11.4809;4.0140;0.2356;1.000
