AttemptID;LapID;LapDuration_s;AttemptDuration_s;LapProgress_0_1;DeathOccurred;MeanDeviation_m;SpeedSD_mps;MicroCorrectionsRate_per_s;ObstacleHitRate
1;1;7.653;23.713;0.356;1;4.8122;3.8541;0.5227;1.000
2;1;18.229;27.136;0.542;0;20.2789;5.7490;1.8103;0.077
