EventType;SegmentID;ElementID;TimeOnPlatform;RelativePositionStd;RelativePositionMean;RelativePositionMax;RelativePositionMin;SampleCount;EdgeRiskTime;CorrectionPeaks;RawCorrectionsCount;
Platform;0;0;0.11;0.0830;1.0087;1.1659;0.9106;11;0.00;0;1
