EventType;SegmentID;ElementID;TimeOnPlatform;RelativePositionStd;RelativePositionMean;RelativePositionMax;RelativePositionMin;SampleCount;EdgeRiskTime;CorrectionPeaks;ObstacleType;ClearType;MinClearance;MicroCorrections;ObstacleDuration
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
Platform;0;0;0.05;0.0423;5.0781;5.1283;5.0248;3;0.00;0;1
Platform;0;0;2.56;0.4953;1.6336;2.2947;0.8014;153;0.77;0;3
Platform;0;0;1.26;0.6065;1.9365;3.2498;0.3203;76;0.58;0;2
Platform;1;0;1.19;0.4011;7.0313;7.4811;6.1095;72;0.72;0;0
Platform;1;0;1.39;0.8867;8.0541;9.7751;7.4457;83;0.02;0;2
Platform;2;0;2.30;0.5535;8.1807;8.8066;6.3625;93;0.45;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;4.5876;4.5876;4.5876;1;0.00;0;0
Platform;2;0;2.04;1.0112;8.0023;8.9968;5.1357;67;1.07;0;3
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;7.3377;7.3377;7.3377;1;0.00;0;0
Platform;2;0;2.13;0.6941;8.4028;8.9367;6.7915;72;0.66;0;3
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.05;0.1854;6.4267;6.6121;6.2413;2;0.00;0;0
Platform;2;0;3.56;0.6989;6.3819;7.5156;5.7077;118;0.52;0;2
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.06;0.0750;8.7562;8.8312;8.6812;2;0.00;0;0
Platform;2;0;2.58;1.0225;10.1786;10.6994;7.2944;86;0.66;0;3
Platform;2;0;1.93;0.3999;7.8058;8.1842;7.1126;66;0.53;0;3
Platform;2;0;0.08;0.0482;2.4127;2.4494;2.3446;3;0.00;0;0
Platform;2;0;0.09;0.0584;1.0870;1.1866;1.0389;4;0.00;0;0
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
