EventType;SegmentID;ElementID;TimeOnPlatform;RelativePositionStd;RelativePositionMean;RelativePositionMax;RelativePositionMin;SampleCount;EdgeRiskTime;CorrectionPeaks;ObstacleType;ClearType;MinClearance;MicroCorrections;ObstacleDuration
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
Platform;0;0;0.04;0.0942;4.8993;4.9935;4.8052;2;0.00;0;1
Platform;0;0;2.24;0.3664;1.5864;2.7476;1.0807;126;0.00;0;2
Platform;0;0;2.20;0.8819;2.8779;4.5409;1.7451;128;0.04;0;4
Platform;1;0;1.29;0.3685;7.7835;8.2477;7.0170;77;0.32;0;2
Platform;1;0;2.80;0.1459;6.1311;7.0672;5.9877;165;0.00;0;2
Platform;2;0;0.06;0.1123;5.4268;5.5391;5.3145;2;0.00;0;0
Platform;2;0;2.37;1.1432;6.7204;8.0745;5.1382;75;1.57;0;2
Platform;2;0;0.03;0.0000;6.2336;6.2336;6.2336;1;0.00;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.05;0.1204;5.7303;5.8507;5.6098;2;0.00;0;0
Platform;2;0;2.38;0.5312;7.5192;7.9078;5.8425;74;0.46;0;3
Platform;2;0;0.03;0.0000;5.6374;5.6374;5.6374;1;0.00;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.06;0.1981;9.3476;9.5457;9.1495;2;0.00;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.03;0.0000;6.6391;6.6391;6.6391;1;0.00;0;0
Platform;2;0;8.12;0.1359;5.4838;6.1896;5.1975;274;0.00;0;9
Platform;2;0;0.08;0.0868;6.7359;6.8314;6.6214;3;0.00;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.03;0.0000;6.5434;6.5434;6.5434;1;0.00;0;0
Platform;2;0;7.86;0.0417;6.0473;6.2904;5.9984;255;0.47;0;12
Platform;2;0;0.83;0.5372;6.8588;7.3931;5.8260;29;0.55;0;1
Platform;2;0;0.40;0.2248;3.9684;4.4129;3.7596;14;0.00;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.06;0.1094;6.8472;6.9566;6.7378;2;0.00;0;0
Platform;2;0;8.56;0.4465;6.0235;9.5004;5.7701;273;0.27;0;12
Platform;2;0;0.14;0.0806;8.9363;8.9897;8.7770;5;0.00;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.06;0.2001;5.4262;5.6263;5.2261;2;0.00;0;0
Platform;2;0;2.45;0.3756;7.0909;7.2729;5.7623;74;0.46;0;0
Platform;2;0;0.37;0.1640;3.6970;4.1448;3.5942;12;0.10;0;0
Platform;2;0;0.43;1.3801;4.7894;6.8327;2.6619;14;0.00;0;1
Platform;2;0;2.18;0.1728;6.6311;6.7358;6.1849;71;0.63;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;2.42;1.0248;6.2269;7.8288;4.9180;75;0.48;0;1
Platform;2;0;0.77;0.5265;4.5710;6.1823;4.1719;25;0.49;0;2
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.06;0.2224;7.1250;7.3475;6.9026;2;0.00;0;0
Platform;2;0;5.05;0.0486;8.0347;8.3383;7.8546;156;0.33;0;5
Platform;2;0;2.14;0.5801;4.9494;7.2260;4.3334;70;0.00;0;2
Platform;2;0;0.64;0.3742;5.2306;6.2851;5.0006;22;0.00;0;1
Platform;2;0;0.89;0.5102;6.2478;6.9653;5.6805;31;0.55;0;3
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.03;0.0000;6.0787;6.0787;6.0787;1;0.00;0;0
Platform;2;0;2.60;0.4284;8.1014;8.3153;6.5851;82;0.50;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.03;0.0000;5.9770;5.9770;5.9770;1;0.00;0;0
Platform;2;0;2.62;0.6895;8.8762;9.2170;6.4903;80;0.57;0;1
Platform;2;0;0.50;0.6309;5.3149;6.7065;4.6730;16;0.25;0;2
Platform;2;0;0.41;0.5678;5.6626;6.8800;5.2019;13;0.00;0;1
Platform;2;0;0.03;0.0000;5.4193;5.4193;5.4193;1;0.00;0;0
Platform;2;0;0.82;0.3195;3.9359;4.6677;3.3944;28;0.03;0;2
Platform;2;0;0.43;0.4837;2.9963;3.9045;2.3588;15;0.00;0;2
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
