EventType;SegmentID;ElementID;TimeOnPlatform;RelativePositionStd;RelativePositionMean;RelativePositionMax;RelativePositionMin;SampleCount;EdgeRiskTime;CorrectionPeaks;RawCorrectionsCount;
Platform;0;0;3.11;0.1069;0.9470;0.9951;0.4081;199;0.35;0;2
Platform;0;0;2.01;0.0356;4.4273;4.5631;4.3670;131;0.00;0;3
Platform;1;0;2.11;0.0145;6.9699;6.9781;6.8616;137;0.09;0;0
Platform;1;0;1.95;0.4619;9.0005;9.4779;8.4881;126;0.09;0;1
Platform;1;0;0.01;0.0000;11.2765;11.2765;11.2765;1;0.00;0;0
DEATH;;;;;;;;;;;;;;;
Platform;0;0;3.35;0.4200;1.1208;1.3910;0.3447;219;0.97;0;3
Platform;0;0;2.08;0.0505;2.5670;2.7627;2.2130;136;0.12;0;0
DEATH;;;;;;;;;;;;;;;
Platform;0;0;3.46;0.6905;1.9003;2.2832;0.4530;226;1.09;0;0
Platform;0;0;2.08;0.3574;1.2936;1.6622;0.4088;136;0.68;0;3
DEATH;;;;;;;;;;;;;;;
Platform;0;0;3.34;0.6974;2.5324;3.0674;0.9908;216;1.39;0;2
Platform;0;0;1.92;0.0543;2.6138;2.7137;2.2477;109;0.13;0;2
Platform;1;0;1.55;0.0407;6.1686;6.1952;5.9134;98;0.07;0;2
Platform;1;0;2.66;0.6050;9.1198;9.6726;8.3621;172;0.10;0;1
Platform;2;0;0.02;0.0000;6.6359;6.6359;6.6359;1;0.00;0;0
Platform;2;0;0.82;0.5983;8.1117;9.8251;7.0922;40;0.45;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;2.9707;2.9707;2.9707;1;0.00;0;0
Platform;2;0;2.53;0.3945;4.3762;4.6659;3.1446;110;0.52;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;3.07;0.7111;7.0788;9.6040;5.8476;130;0.89;0;2
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;6.3259;6.3259;6.3259;1;0.00;0;0
Platform;2;0;2.44;0.6803;7.1867;9.1551;6.3755;87;1.59;0;0
Platform;2;0;0.44;1.1879;7.3573;9.2751;5.6424;15;0.29;0;0
Platform;2;0;0.58;0.1673;6.0988;6.5737;5.9898;20;0.00;0;1
Platform;2;0;2.04;0.5239;5.7469;6.3229;4.4796;71;1.15;0;0
Platform;2;0;0.03;0.0000;5.5963;5.5963;5.5963;1;0.00;0;0
Platform;2;0;1.06;0.6357;6.5205;7.0660;5.5204;39;0.65;0;1
Platform;2;0;0.13;0.3811;9.1840;9.7515;8.6669;5;0.00;0;0
Platform;2;0;0.10;0.0710;9.0616;9.1835;9.0058;4;0.00;0;1
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;7.9156;7.9156;7.9156;1;0.00;0;0
Platform;2;0;2.86;0.6207;8.9578;10.2023;7.9716;105;1.07;0;0
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;5.9417;5.9417;5.9417;1;0.00;0;0
Platform;2;0;2.45;0.3562;7.2551;8.7213;6.2710;90;0.54;0;2
DEATH;;;;;;;;;;;;;;;
Platform;2;0;0.02;0.0000;5.3591;5.3591;5.3591;1;0.00;0;0
Platform;2;0;2.62;0.4258;6.9003;7.1350;5.4040;95;0.45;0;0
Platform;2;0;0.48;0.5264;6.3809;7.6185;5.9926;16;0.21;0;0
Platform;2;0;0.31;0.1558;8.2635;8.6980;8.1713;10;0.00;0;1
Platform;2;0;2.48;1.3404;8.1701;9.4757;4.7194;82;1.49;0;0
Platform;2;0;0.58;0.1200;6.2060;6.4013;6.0677;20;0.15;0;2
Platform;2;0;0.17;0.0744;1.7439;1.8782;1.6460;6;0.00;0;2
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;;;
