EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;3.9200;5.6200;1.7000;1;1;0.9400;2;0.7600;0.0000;0.0000;0.5898;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;26.6600;28.3600;1.7000;1;1;0.9600;2;0.7400;0.0000;0.0000;0.5720;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
