EventType;SegmentID;ElementID;TimeOnPlatform;RelativePositionStd;RelativePositionMean;RelativePositionMax;RelativePositionMin;SampleCount;EdgeRiskTime;CorrectionPeaks;RawCorrectionsCount;
Platform;0;0;2.45;0.8157;2.5490;4.1431;1.5264;157;0.45;0;7
Platform;0;0;3.63;0.1702;1.8983;2.7271;1.3231;224;1.55;0;8
Platform;1;0;1.09;0.9519;5.8830;7.3582;4.3667;72;0.00;0;2
Platform;1;0;2.63;0.1011;6.4345;6.5698;6.1987;169;0.48;0;0
Platform;1;0;1.97;0.9791;5.0921;6.4833;3.2522;126;0.06;0;1
Platform;1;0;2.56;0.6587;3.2692;4.2785;1.6319;166;0.68;0;10
DEATH;;;;;;;;;;;;;;;
Platform;0;0;2.51;0.2071;1.3484;2.0965;1.2065;163;0.55;0;3
Platform;0;0;3.19;0.3169;2.0841;2.7360;1.5657;197;1.76;0;8
Platform;0;0;0.96;0.3267;2.4926;3.1164;1.7718;64;0.04;0;2
DEATH;;;;;;;;;;;;;;;
Platform;0;0;2.61;0.2948;1.9221;2.7832;1.4408;167;1.08;0;6
Platform;0;0;3.72;1.0536;3.3321;6.1697;2.2105;243;2.43;0;4
Platform;0;0;0.01;0.0000;5.5787;5.5787;5.5787;1;0.00;0;0
DEATH;;;;;;;;;;;;;;;
