AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;2.397125;0.8595734;2.237709;0.6326537;-9.663217;0;0;0.1329407;0.5494633;0.2202216;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;2.29706;0.7318726;-2.177349;1.134017;-7.105297;0;0;0.4850175;0.5181284;0.222199;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;2.340115;1.223824;-1.994591;0.7617931;-16.26258;0;0;0.8663964;0.6232891;1.079943;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;2.519262;2.322868;-0.975174;0.3882482;-16.98707;0;0;0.8519167;0.5152683;0.2235919;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor5;0.9039038;-0.8844528;0.1865082;2.207379;-27.11679;0;0;0;0.5157452;0.2459101;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor6;1.474216;-1.326744;-0.6427002;1.3585;-22.96253;0;0;0.0147024;0.5133095;0.1553551;0;0;CleanLanding
1;LandingSegment_7;TargetAnchor7;0.7850178;-0.1836996;0.7632217;2.132728;-12.24955;0;0;0.04678695;0.5387421;0.231355;0;0;CleanLanding
1;LandingSegment_8;TargetAnchor8;23.56759;-6.301107;-22.70963;0;-28.38371;0;0;0;0.4571762;0.04881757;1;0;MissedPlatform_Standing
1;LandingSegment_9;TargetAnchor8;21.45851;-6.134784;-20.56289;0;-12.18655;0;0;0;0.5019417;0.1100893;1;0;MissedPlatform_Standing
1;LandingSegment_10;TargetAnchor8;25.72764;-8.143005;-24.40498;0;-11.86186;0;0;0;0.5180244;0.2199255;1;0;MissedPlatform_Standing
