AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;8.697039;-7.613602;-4.203754;0;0;0;0;0.4053804;0;0;1;1;OverShoot
2;LandingSegment_2;TargetAnchor1;6.025889;-2.266068;-5.583572;0;0;0;0;0.009925781;0;0;1;1;RightSideFall
3;LandingSegment_3;TargetAnchor1;0.7446313;-0.2865906;-0.6872711;2.193956;-20.04274;0;0;1.555789;1.962498;3.359137;0;0;CleanLanding
3;LandingSegment_4;TargetAnchor2;2.813561;0.1286163;2.810619;0.6835079;-0.5587686;0;1;2.96723;0.4676094;0.09262817;0;0;CleanLanding
3;LandingSegment_5;TargetAnchor3;0.762773;0.7627029;-0.01033783;2.407217;-22.21743;0;0;1.133872;0.5132027;0.2855131;0;0;CleanLanding
3;LandingSegment_6;TargetAnchor4;1.738955;0.944191;1.460297;1.204785;-22.3774;0;0;1.149761;2.003632;2.167515;0;0;CleanLanding
3;LandingSegment_7;TargetAnchor5;7.076471;-1.396717;6.937263;0;-22.3774;0;0;1.053106;0;0;1;1;LeftSideFall
4;LandingSegment_8;TargetAnchor1;10.63839;5.032059;9.373028;0;-22.3774;0;0;0;0;0;1;1;LeftSideFall
5;LandingSegment_9;TargetAnchor1;1.846896;-1.51828;-1.051594;1.018136;-21.3732;0;0;0.278967;2.005684;2.027136;0;0;CleanLanding
5;LandingSegment_10;TargetAnchor2;3.818486;0.4721375;-3.789185;0;-23.83645;0;1;1.771604;0;1.805702;1;1;RightSideFall
6;LandingSegment_11;TargetAnchor1;50.41657;-9.803772;49.45419;0;-23.83645;0;0;0;0;0;1;1;LeftSideFall
7;LandingSegment_12;TargetAnchor1;40.38042;-5.100128;40.05705;0;-23.83645;0;0;0;0;0;1;1;LeftSideFall
8;LandingSegment_13;TargetAnchor1;2.393566;-2.24971;-0.8172913;0.4459279;-19.84208;0;0;0.8945228;0.5389023;0.2801672;0;0;CleanLanding
8;LandingSegment_14;TargetAnchor2;3.77581;-3.573029;-1.220741;0;-28.10703;0;1;0.7388551;0;1.989442;1;1;OverShoot
9;LandingSegment_15;TargetAnchor1;3.716178;-2.812576;2.428867;0;-21.17689;0;2;3.901393;0;0.8232039;1;1;OverShoot
10;LandingSegment_16;TargetAnchor1;7.737893;-5.939026;-4.960136;0;-21.17689;0;0;0.009071561;0;0;1;1;OverShoot
11;LandingSegment_17;TargetAnchor1;9.545334;4.908218;-8.186745;0;-21.17689;0;0;0.1268716;0;0;1;1;RightSideFall
12;LandingSegment_18;TargetAnchor1;1.94698;-0.928299;-1.71143;0.9861679;-22.47292;0;0;0.763461;2.0009;1.725818;0;0;CleanLanding
12;LandingSegment_19;TargetAnchor2;2.557921;2.452652;-0.726265;0.7759621;-19.83433;0;0;1.050937;2.014267;2.289001;0;0;CleanLanding
12;LandingSegment_20;TargetAnchor3;1.350057;1.321098;0.2781219;1.810922;-22.7556;0;0;0;0;0.821026;1;1;HitThenFall
