AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;18.24434;18.20511;1.195877;0;0;0;0;0.01363518;0;0;1;1;UnderShoot
2;LandingSegment_2;TargetAnchor1;2.9803;0.7081451;2.894947;0.02775288;-9.267896;0;0;0.1363556;0.670229;1.301323;0;0;EdgeLanding
2;LandingSegment_3;TargetAnchor2;2.104432;2.098434;0.1587715;1.226694;-4.940428;0;0;0.5300229;1.624556;2.059191;0;0;CleanLanding
2;LandingSegment_4;TargetAnchor3;10.91446;10.58141;-2.675636;0;-4.940428;0;0;0.7138984;0;0;1;1;UnderShoot
3;LandingSegment_5;TargetAnchor1;2.621964;1.431625;2.196621;0.4457057;-17.12839;0;0;1.290149;2.002777;4.990053;0;0;CleanLanding
3;LandingSegment_6;TargetAnchor2;1.251427;0.6608887;1.062683;2.158915;-10.10233;0;0;0.1738171;0.5803375;0.5003769;0;0;CleanLanding
3;LandingSegment_7;TargetAnchor3;2.832268;2.633751;-1.041679;0.332808;-10.10233;0;2;1.476844;0;0;1;1;HitThenFall
4;LandingSegment_8;TargetAnchor1;2.606384;-1.015137;2.40057;0.2914951;-13.25874;0;0;0.09157379;1.536095;2.37413;0;0;EdgeLanding
4;LandingSegment_9;TargetAnchor2;40.77264;38.51009;-13.39333;0;-13.25874;0;0;0.0003410748;0;0;1;1;UnderShoot
5;LandingSegment_10;TargetAnchor1;1.458693;-0.3055573;1.426331;1.46486;-13.71152;0;0;0.1154767;0.5923691;0.5938815;0;0;CleanLanding
5;LandingSegment_11;TargetAnchor2;1.408937;1.005905;0.9865379;1.971481;-15.77924;0;0;0.2625819;0.5725861;0.4952547;0;0;CleanLanding
