AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;39.28711;38.80028;6.165699;0;0;0;0;0.3755772;0;0;1;1;UnderShoot
2;LandingSegment_2;TargetAnchor1;13.94106;13.92236;-0.7217293;0;0;0;0;0.1814851;0;0;1;1;UnderShoot
3;LandingSegment_3;TargetAnchor1;27.02461;25.6669;-8.458134;0;0;0;0;0.03041027;0;0;1;1;UnderShoot
4;LandingSegment_4;TargetAnchor1;0.2991631;-0.2311859;-0.1898727;2.558834;-11.50126;0;0;0.1147774;0.4764557;0.04631215;0;0;CleanLanding
4;LandingSegment_5;TargetAnchor2;1.038346;-0.2616272;-1.004845;2.481025;-11.20666;0;0;0.3461869;0.4897232;0.09936099;0;0;CleanLanding
4;LandingSegment_6;TargetAnchor3;52.64156;41.72651;32.09412;0;-13.10621;0;0;3.058335;1.090019;1.494021;1;0;MissedPlatform_Standing
4;LandingSegment_7;TargetAnchor2;26.78469;21.80263;15.55843;0;-20.68027;0;0;0;0.3996429;0.004358809;1;0;MissedPlatform_Standing
4;LandingSegment_8;TargetAnchor2;1.22511;1.22287;0.07404709;2.10566;-12.37757;0;0;1.158424;1.080666;1.154339;0;0;CleanLanding
4;LandingSegment_9;TargetAnchor3;0.8767276;0.002433777;-0.8767242;2.127039;-14.31875;0;0;0;0.5150986;0.126465;0;0;CleanLanding
4;LandingSegment_10;TargetAnchor4;51.89388;48.46761;18.54361;0;-12.79765;0;0;0.3203273;0.4740067;0.02701925;1;0;MissedPlatform_Standing
4;LandingSegment_11;TargetAnchor3;52.73572;42.15434;31.68704;0;-13.11548;0;0;0.04636958;0.4796143;0.03699569;1;0;MissedPlatform_Standing
4;LandingSegment_12;TargetAnchor2;47.54168;26.88599;39.20912;0;-11.52079;0;0;1.591037;1.704788;11.20872;1;0;MissedPlatform_Standing
4;LandingSegment_13;TargetAnchor2;25.59093;21.1012;14.47878;0;-13.3689;0;0;0.2282465;0.4520721;0.08141723;1;0;MissedPlatform_Standing
4;LandingSegment_14;TargetAnchor2;0.883657;0.7466736;-0.4725761;2.464061;-11.09232;0;0;1.276012;0.7663574;2.950427;0;0;CleanLanding
