AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;2.360466;-1.478271;1.840248;0.5004673;-19.054;0;3;14.03398;0.3579769;0.0005986159;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;2.15247;2.151047;-0.07825089;1.177278;-28.29981;0;0;2.016833;0.420207;0;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;1.438098;1.436256;-0.07276154;1.732643;-9.972824;0;0;0.2399177;0.4017467;0.003023802;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;29.45522;29.27631;3.241508;0;-29.79938;0;0;0;0.375576;0;1;0;MissedPlatform_Standing
1;LandingSegment_5;TargetAnchor4;0.2918215;0.2829819;0.07128143;2.610443;-13.46707;0;0;0;0.3408947;0;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor5;68.63428;65.0781;21.80606;0;-13.46707;0;0;1.753847;0;0;1;1;UnderShoot
2;LandingSegment_7;TargetAnchor1;32.30497;6.305313;31.68366;0;-33.39924;0;0;0;0.3502045;0;1;0;MissedPlatform_Standing
2;LandingSegment_8;TargetAnchor1;31.4204;5.867691;30.86765;0;-17.57345;0;0;0;0.3572083;0;1;0;MissedPlatform_Standing
2;LandingSegment_9;TargetAnchor1;32.88842;7.281631;32.0722;0;-17.47278;0;0;0;0.3728027;0;1;0;MissedPlatform_Standing
2;LandingSegment_10;TargetAnchor1;2.236387;-0.1036072;2.233986;0.7183218;-11.10571;0;1;21.31005;1.028358;3.006195;0;0;CleanLanding
