AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
7;LandingSegment_1;TargetAnchor1;3.590558;0.3737488;3.571053;0;0;0;1;2.503623;0;0;1;1;LeftSideFall
8;LandingSegment_2;TargetAnchor1;0.9709214;-0.1538391;0.9586563;1.956505;-10.22035;0;0;0.3379216;0.5546265;0.3969342;0;0;CleanLanding
8;LandingSegment_3;TargetAnchor2;4.485468;3.936417;2.15036;0;-11.76221;0;1;1.887281;1.858246;6.845251;1;0;MissedPlatform_Standing
8;LandingSegment_4;TargetAnchor3;0.4395303;-0.3293076;-0.2911072;2.431839;-14.46246;0;0;1.367246;0.5269775;0.2084112;0;0;CleanLanding
8;LandingSegment_5;TargetAnchor4;3.497759;3.119987;-1.581139;0;-12.9497;0;0;0.1033986;0;7.814488;1;1;UnderShoot
9;LandingSegment_6;TargetAnchor1;3.081071;2.34845;1.994438;0.03342772;-7.926097;0;0;0.6387968;0.6755066;1.35745;0;0;EdgeLanding
9;LandingSegment_7;TargetAnchor2;1.567548;1.563049;-0.1186752;1.762182;-8.402652;0;0;0.3764103;0.5601196;0.3957805;0;0;CleanLanding
9;LandingSegment_8;TargetAnchor3;3.108859;2.265015;-2.129486;0.02694774;-8.402652;0;1;1.510297;0;0;1;1;HitThenFall
10;LandingSegment_9;TargetAnchor1;3.173805;3.023438;0.965332;0;-10.69789;0;0;0.8660582;0.7189636;2.025125;1;0;MissedPlatform_Standing
10;LandingSegment_10;TargetAnchor2;3.390289;3.280594;0.8554306;0;-12.80902;0;0;0.5003843;2.00531;14.92558;1;0;MissedPlatform_Standing
10;LandingSegment_11;TargetAnchor3;4.340958;-2.895866;3.233864;0;-12.80902;0;1;1.838957;0;0;1;1;LeftSideFall
11;LandingSegment_12;TargetAnchor1;8.344033;8.343765;0.06692886;0;-12.80902;0;0;1.023885;0;0;1;1;UnderShoot
12;LandingSegment_13;TargetAnchor1;2.64596;0.8650208;2.500568;0.3783529;-15.61354;0;0;1.159456;0.5898438;0.6157795;0;0;CleanLanding
12;LandingSegment_14;TargetAnchor2;0.755595;-0.6652985;-0.3581924;2.882837;-13.9623;0;0;0;0.5581665;0.3849793;0;0;CleanLanding
12;LandingSegment_15;TargetAnchor3;6.152021;-4.402634;-4.296997;0;-13.9623;0;0;1.519567;0;0;1;1;OverShoot
13;LandingSegment_16;TargetAnchor1;3.716501;3.708176;0.2486229;0;-18.42693;0;1;0.6835507;0;2.088082;1;1;UnderShoot
14;LandingSegment_17;TargetAnchor1;2.339242;1.573761;-1.730701;0.8011413;-15.59824;0;0;1.421128;0.7435303;2.43692;0;0;CleanLanding
14;LandingSegment_18;TargetAnchor2;0.4863628;-0.003387451;0.486351;2.995354;-11.08105;0;0;0.8206431;0.5584717;0.3740107;0;0;CleanLanding
14;LandingSegment_19;TargetAnchor3;2.800723;0.2321625;2.791084;0.1882317;-13.79222;0;0;1.14301;0.7880859;2.79277;0;0;EdgeLanding
14;LandingSegment_20;TargetAnchor4;3.552454;-2.165596;2.816048;0;-5.47757;0;0;0.4963813;0;6.353811;1;1;LeftSideFall
