AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;5.431083;4.092819;3.570084;0;0;0;0;0;0;0;1;1;UnderShoot
2;LandingSegment_2;TargetAnchor1;0.3704083;0.1416016;-0.3422737;2.685374;-11.51534;0;0;0.003118696;0.5645847;0.3348885;0;0;CleanLanding
2;LandingSegment_3;TargetAnchor2;2.157252;0.2191925;-2.146088;1.309066;-10.35845;0;0;0;2.009771;5.940705;0;0;CleanLanding
2;LandingSegment_4;TargetAnchor3;1.085479;0.9281693;0.5628204;2.043705;-7.000423;0;0;0.03055518;0.5525818;0.3352051;0;0;CleanLanding
2;LandingSegment_5;TargetAnchor4;1.954639;1.953339;0.07128143;0.945426;-13.55432;0;0;0;0.6663246;1.615801;0;0;CleanLanding
2;LandingSegment_6;TargetAnchor5;1.752976;1.705421;0.4055405;1.191498;-12.7512;0;0;0.4452777;0.6936226;1.979457;0;0;CleanLanding
2;LandingSegment_7;TargetAnchor6;0.2956142;0.2147598;0.2031403;2.769036;-10.37262;0;0;0.9121271;0.5342674;0.3179677;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor7;4.518453;-2.703345;-3.620544;0;-10.37262;0;1;3.293437;0;0;1;1;RightSideFall
3;LandingSegment_9;TargetAnchor1;1.194336;-0.1361542;1.18655;1.743043;-8.860568;0;0;0.1823171;0.7306786;2.370681;0;0;CleanLanding
3;LandingSegment_10;TargetAnchor2;0.5384332;0.3480072;-0.4108543;2.83258;-10.50586;0;0;0.0689825;0;10.20508;1;1;HitThenFall
3;LandingSegment_11;TargetAnchor4;3.608329;3.495972;-0.8934326;0;-10.50586;0;1;4.390567;0;0;1;1;UnderShoot
