AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
8;LandingSegment_1;TargetAnchor1;2.481259;2.059067;1.384518;0.6480272;-7.000103;0;0;0.2475767;0.7844238;2.863698;0;0;CleanLanding
8;LandingSegment_2;TargetAnchor2;1.741851;0.09535217;-1.739239;1.730747;-19.27082;0;0;0;1.275757;3.430709;0;0;CleanLanding
8;LandingSegment_3;TargetAnchor3;3.135206;2.979073;-0.9770584;0.03236341;-19.27082;0;0;0.8914518;0;0;1;1;HitThenFall
9;LandingSegment_4;TargetAnchor1;3.398357;0.312149;3.383991;0;-14.31422;0;2;6.485779;1.402405;4.458163;1;0;MissedPlatform_Standing
9;LandingSegment_5;TargetAnchor2;7.379743;0.3631134;-7.370804;0;-14.31422;0;0;1.445516;0;0;1;1;RightSideFall
10;LandingSegment_6;TargetAnchor1;2.241565;-1.622421;1.546726;0.6052647;-19.43751;0;0;1.251387;0.5507202;0.3494887;0;0;CleanLanding
10;LandingSegment_7;TargetAnchor2;1.754619;-0.4171906;-1.7043;1.767968;-11.66466;0;0;2.613203;0.6707153;1.592018;0;0;CleanLanding
10;LandingSegment_8;TargetAnchor3;2.858257;1.713295;2.287849;0.2236862;-11.35969;0;0;0.6746497;0.4760742;0.09634859;0;0;EdgeLanding
10;LandingSegment_9;TargetAnchor4;36.42135;34.45002;11.81993;0;-11.35969;0;0;0.4834205;0;0;1;1;UnderShoot
11;LandingSegment_10;TargetAnchor1;2.502018;-1.555176;1.95998;0.3597679;-18.24537;0;0;1.232852;0.5250854;0.2098229;0;0;CleanLanding
11;LandingSegment_11;TargetAnchor2;2.020678;-1.986679;0.3691139;1.648166;-11.13803;0;0;2.088032;1.805115;4.873648;0;0;CleanLanding
11;LandingSegment_12;TargetAnchor3;2.036162;2.015106;-0.2920685;1.134941;-1.716625;0;2;3.260467;0.4825439;0.1124399;0;0;CleanLanding
11;LandingSegment_13;TargetAnchor4;3.468296;3.14109;-1.470589;0;-16.02071;0;2;5.484963;0;0.6625935;1;1;UnderShoot
12;LandingSegment_14;TargetAnchor1;0.6327338;0.09399414;0.6257133;2.338672;-12.62353;0;0;0.02955127;0.5604248;0.4430222;0;0;CleanLanding
12;LandingSegment_15;TargetAnchor2;2.140809;1.592346;1.430908;1.236191;-10.09705;0;0;0;0.6275024;1.243135;0;0;CleanLanding
12;LandingSegment_16;TargetAnchor3;0.5220624;0.4637299;0.2397995;2.607862;-17.52258;0;0;0.08965461;0.5423584;0.354759;0;0;CleanLanding
12;LandingSegment_17;TargetAnchor4;3.218559;1.659103;2.757988;0;-19.25076;0;0;0.05710102;1.266663;2.547165;1;0;MissedPlatform_Standing
12;LandingSegment_18;TargetAnchor5;1.606974;1.469772;0.6497192;1.391744;-19.91209;0;0;0;0.5343018;0.3036662;0;0;CleanLanding
12;LandingSegment_19;TargetAnchor6;3.266473;3.20517;-0.6298676;0;0.3907087;0;2;1.827862;0.4656372;0.0753592;1;0;MissedPlatform_Standing
12;LandingSegment_20;TargetAnchor7;2.002159;1.964919;0.3843651;0.8790271;-22.14189;0;0;0;0.5106812;0.1683097;0;0;CleanLanding
