AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;2.617098;0.5766754;2.552773;0.3869433;-8.687176;0;0;0.4214352;1.155315;2.154986;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;0.9323658;0.1273346;0.9236298;2.539207;-6.246791;0;0;0.1856832;0.5746355;0.480993;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;0.458015;0.4440002;-0.1124344;2.710825;-10.16825;0;0;0.00443632;0.5685015;0.485774;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;3.424009;3.421852;-0.121521;0;-10.16825;0;1;1.5496;0;0;1;1;UnderShoot
2;LandingSegment_5;TargetAnchor1;1.500165;0.08187866;1.497929;1.468926;-11.4403;0;0;0.2144958;0.8364449;1.056036;0;0;CleanLanding
2;LandingSegment_6;TargetAnchor2;2.188365;1.877747;1.123837;1.16893;-12.16691;0;0;0.03947917;1.070341;1.716017;0;0;CleanLanding
2;LandingSegment_7;TargetAnchor3;1.31685;0.9984055;0.8586502;1.792408;-9.254039;0;0;0.1360973;0.5744476;0.5057965;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor4;0.3419092;0.002998352;-0.3418961;2.642927;-11.74506;0;0;0;0.5751038;0.4847535;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor5;1.875217;1.085236;1.529282;1.292392;-10.78712;0;0;0.4627639;0.9300919;0.925596;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor6;1.036825;0.974823;-0.3531647;1.829247;-7.662095;0;0;0.01531626;0.5736351;0.4791187;0;0;CleanLanding
2;LandingSegment_11;TargetAnchor7;1.111849;0.8710637;-0.6909828;1.863235;-8.577647;0;0;0.1043992;0.7129135;2.019925;0;0;CleanLanding
