AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;3.562421;-3.329376;1.267319;0;-19.90832;0;1;0.8134627;0;1.794977;1;1;OverShoot
2;LandingSegment_2;TargetAnchor1;0.9227638;-0.1727753;0.9064445;1.999315;-9.445916;0;0;0.6456429;2.009548;7.192614;0;0;CleanLanding
2;LandingSegment_3;TargetAnchor2;3.026914;-2.819351;1.101574;0.6345854;-25.47678;0;0;1.346939;2.007597;8.691361;0;0;CleanLanding
2;LandingSegment_4;TargetAnchor3;3.87579;3.850494;-0.4420853;0;-25.47678;0;0;0.9107577;0;0;1;1;UnderShoot
3;LandingSegment_5;TargetAnchor1;10.32145;4.928009;9.069012;0;-25.47678;0;0;0;0;0;1;1;LeftSideFall
4;LandingSegment_6;TargetAnchor1;5.198247;4.562729;-2.490639;0;-25.47678;0;0;1.192349;0;0;1;1;UnderShoot
5;LandingSegment_7;TargetAnchor1;7.457891;-7.02832;-2.494564;0;-25.47678;0;0;0.3472851;0;0;1;1;OverShoot
6;LandingSegment_8;TargetAnchor1;2.629984;-2.194092;1.450096;0.2023299;-21.32376;0;0;0.5286863;0;2.159749;1;1;HitThenFall
6;LandingSegment_9;TargetAnchor3;0.3909161;-0.3194046;-0.2253799;2.469248;-23.18618;0;0;0.4449273;1.55172;2.182296;0;0;CleanLanding
6;LandingSegment_10;TargetAnchor4;3.79815;3.555153;-1.336723;0;-23.18618;0;1;3.444026;0;0;1;1;UnderShoot
7;LandingSegment_11;TargetAnchor1;6.79212;-6.465286;-2.081577;0;-23.18618;0;0;0.08402672;0;0;1;1;OverShoot
8;LandingSegment_12;TargetAnchor1;3.35335;-1.7388;-2.867321;0;-21.53812;0;0;0.7966134;0.5555191;0.3751743;1;0;MissedPlatform_Standing
8;LandingSegment_13;TargetAnchor2;1.098506;0.6676941;0.8722954;2.297803;-16.64018;0;0;1.231139;2.009132;11.15234;0;0;CleanLanding
8;LandingSegment_14;TargetAnchor3;1.255727;-0.8207245;0.9504013;1.613204;-23.76161;0;0;0;0;3.015861;1;1;HitThenFall
