AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;2.762876;-0.2724609;2.749409;0.1840065;-25.73872;0;2;19.38738;0.3439426;0;0;0;EdgeLanding
1;LandingSegment_2;TargetAnchor2;3.396893;-1.230927;-3.166023;0.1514621;-28.8773;0;0;1.915961;0.4337368;0.01498686;0;0;EdgeLanding
1;LandingSegment_3;TargetAnchor3;2.380169;-1.037621;-2.14209;0.5583565;-35.1076;0;4;7.860351;0.4127903;0.006267639;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;2.470084;-2.405159;-0.5626068;0.6271765;-31.11422;0;0;0;0.4104881;0.004241422;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor5;2.502289;-2.277386;-1.036804;0.4449954;-32.09784;0;0;1.158965;0.4018822;0.01336752;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor6;26.08068;25.53535;5.305431;0;-32.09784;0;0;0;0;0;1;1;UnderShoot
2;LandingSegment_7;TargetAnchor1;2.112705;-0.8166809;1.948475;0.7846634;-20.62906;0;0;0;0.4009552;0.005460137;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor2;1.389441;0.179245;-1.377831;2.068899;-9.21946;0;0;0.2006276;0.3368835;0;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor3;1.883368;-1.208313;-1.444664;1.017724;-14.9456;0;0;0;0.4265976;0.007972118;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor4;3.146798;-2.169891;2.279015;0;-22.59606;0;0;0;0.4068756;0;1;0;MissedPlatform_Standing
2;LandingSegment_11;TargetAnchor5;8.791151;-8.609943;1.775726;0;-22.59606;0;0;0;0;0;1;1;OverShoot
