AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;27.60716;3.354492;27.4026;0;-15.59978;0;0;1.425901;0.4791584;0.06122341;1;0;MissedPlatform_Standing
1;LandingSegment_2;TargetAnchor1;0.2711438;-0.1147308;-0.2456741;2.634791;-10.90362;0;0;0.2340961;0.5508842;0.682588;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor2;1.314816;0.5062561;-1.213444;2.102095;-12.05216;0;0;0.05571153;0.618866;1.60357;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor3;2.385457;1.873833;-1.476196;0.7586679;-1.154073;0;1;5.522263;0.9498444;2.209433;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor4;0.7447395;0.6590118;-0.3469009;2.165472;-7.858454;0;0;1.077461;0.8594208;0.6963363;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor5;2.392947;2.309341;0.6270065;0.5685694;-0.9267199;0;0;0.01557664;0.7994385;3.09734;0;0;CleanLanding
1;LandingSegment_7;TargetAnchor6;0.9033138;-0.6244164;0.6527481;2.278914;-6.555422;0;0;2.865438;0.4849701;0.04551475;0;0;CleanLanding
1;LandingSegment_8;TargetAnchor7;3.77189;3.495253;-1.417873;0;-6.555422;0;1;8.817049;0;0;1;1;UnderShoot
2;LandingSegment_9;TargetAnchor1;24.79167;1.422318;24.75084;0;-1.191444;0;0;1.501106;2.019958;11.42097;1;0;MissedPlatform_Standing
2;LandingSegment_10;TargetAnchor1;2.061348;0.9216461;1.843834;0.9847336;-15.21232;0;0;0.9626856;0.8416824;1.25364;0;0;CleanLanding
