AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;1.609131;-1.299759;-0.9486465;1.258283;-16.26848;0;0;0.223513;0.4793644;0.127307;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;2.676573;-2.120377;-1.633415;0.9495497;-17.64747;0;0;0;0.5335064;0.2615829;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;1.068903;0.5468521;0.9184265;1.988735;-11.62164;0;0;0.05788159;0.5395832;0.2786034;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;1.936653;-1.888214;0.4304352;1.16071;-12.97364;0;0;0.06652208;0.600853;0.7199249;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor5;0.3563948;-0.3558655;0.01941681;2.620273;-9.876253;0;0;0.08302721;0.5325089;0.2398576;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor6;3.041014;2.991257;0.5478592;0.009271383;-7.877736;0;0;0.6285201;0.8878975;4.236518;0;0;EdgeLanding
1;LandingSegment_7;TargetAnchor7;1.701759;-0.8905401;1.450146;1.259913;-16.28037;0;0;0;0.5304756;0.2777792;0;0;CleanLanding
1;LandingSegment_8;TargetAnchor8;11.05806;-7.429315;-8.190601;0;-16.28037;0;0;0;0;0;1;1;RightSideFall
2;LandingSegment_9;TargetAnchor1;1.111486;1.076614;0.2762299;2.052526;-25.10754;0;0;0.3678965;0.5021744;0.1049447;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor2;2.074461;2.047012;0.3363457;1.259099;-4.060436;0;0;0.2954589;0.5130005;0.1512453;0;0;CleanLanding
2;LandingSegment_11;TargetAnchor3;1.086503;-0.2481842;1.057777;1.843941;-8.862419;0;0;0.07240136;0.5418015;0.26611;0;0;CleanLanding
2;LandingSegment_12;TargetAnchor4;1.650896;1.628471;-0.2711792;1.250387;-9.592506;0;0;1.18169;0.4966736;0.2006592;0;0;CleanLanding
2;LandingSegment_13;TargetAnchor5;1.814763;0.5826645;1.718681;1.425612;-10.59697;0;0;0.9479175;0.5557632;0.240536;0;0;CleanLanding
2;LandingSegment_14;TargetAnchor6;1.755255;1.472275;0.9556808;1.401517;-8.172123;0;0;0.246249;1.08432;3.167178;0;0;CleanLanding
2;LandingSegment_15;TargetAnchor7;2.958456;2.762975;-1.05756;0;-0.772863;0;0;0.0818821;1.172531;4.444177;1;0;MissedPlatform_Standing
2;LandingSegment_16;TargetAnchor8;38.72905;23.14867;-31.04961;0;-8.174084;0;0;0;0.4933167;0.09329642;1;0;MissedPlatform_Standing
2;LandingSegment_17;TargetAnchor7;57.83812;55.81472;-15.16459;0;-8.174084;0;1;5.993165;0;0;1;1;UnderShoot
3;LandingSegment_18;TargetAnchor1;1.790397;-1.211151;-1.318573;1.103766;-8.47058;0;0;0.4573487;0.5316162;0.2938155;0;0;CleanLanding
3;LandingSegment_19;TargetAnchor2;0.8554128;0.8269196;-0.2189407;2.477132;-9.423573;0;0;0.0214741;0.5318451;0.2010831;0;0;CleanLanding
3;LandingSegment_20;TargetAnchor3;1.251208;1.247238;-0.09959412;1.919823;-7.62943;0;0;0.0192647;0.5576324;0.3066809;0;0;CleanLanding
3;LandingSegment_21;TargetAnchor4;1.713779;-0.5714264;-1.615707;1.316921;-6.286061;0;0;0.004311462;1.052422;2.103756;0;0;CleanLanding
3;LandingSegment_22;TargetAnchor5;2.246583;-1.908207;-1.185699;0.6597207;-18.92802;0;0;0;0.5539551;0.2424812;0;0;CleanLanding
3;LandingSegment_23;TargetAnchor6;0.734746;0.6007118;0.4230804;2.398564;-19.74888;0;0;0.06603664;0.535614;0.256835;0;0;CleanLanding
3;LandingSegment_24;TargetAnchor7;0.8601309;-0.7862539;-0.3487549;2.270059;-16.97599;0;0;0.01434028;0.4476318;0;0;0;CleanLanding
3;LandingSegment_25;TargetAnchor8;10.29039;1.869675;-10.11911;0;-16.97599;0;0;0;0;0;1;1;RightSideFall
4;LandingSegment_26;TargetAnchor1;1.739183;0.6726837;1.603825;1.293506;-8.73859;0;0;0.07336376;0.5361176;0.27767;0;0;CleanLanding
4;LandingSegment_27;TargetAnchor2;2.225179;2.115753;0.689209;1.11547;-10.17939;0;0;0.09820908;1.104492;0.9735114;0;0;CleanLanding
4;LandingSegment_28;TargetAnchor3;1.244278;-0.9181747;-0.8397522;1.637605;-12.24911;0;0;0.003112024;0.9759521;2.588197;0;0;CleanLanding
4;LandingSegment_29;TargetAnchor4;0.8935715;-0.3352814;-0.8282852;2.138946;-10.78036;0;0;0.4661792;0.5393677;0.2630142;0;0;CleanLanding
4;LandingSegment_30;TargetAnchor5;0.5630383;-0.3676987;-0.4263916;2.225854;-7.176295;0;0;0.08095562;0.5389862;0.2704236;0;0;CleanLanding
4;LandingSegment_31;TargetAnchor6;1.467914;0.06031418;1.466675;1.842229;-8.097682;0;0;0.1141311;0.5282745;0.2772923;0;0;CleanLanding
4;LandingSegment_32;TargetAnchor7;3.561539;3.495079;-0.6848221;0;-8.097682;0;1;3.890351;0;0;1;1;UnderShoot
5;LandingSegment_33;TargetAnchor1;1.445837;1.290024;-0.6529045;1.727137;-10.98443;0;0;0;0.5421753;0.1920832;0;0;CleanLanding
5;LandingSegment_34;TargetAnchor2;1.984259;1.810486;-0.8120499;1.355685;-11.85931;0;0;0.1049248;0.5463715;0.2821225;0;0;CleanLanding
5;LandingSegment_35;TargetAnchor3;1.034886;-0.1226883;-1.027588;1.95076;-13.90731;0;0;0.06847166;0.5457916;0.3005122;0;0;CleanLanding
5;LandingSegment_36;TargetAnchor4;13.88763;13.42208;3.565674;0;-13.90731;0;0;0.7302167;0;0;1;1;UnderShoot
6;LandingSegment_37;TargetAnchor1;1.639014;0.5379486;-1.548218;1.440153;-14.07464;0;0;0.02306997;0.5384521;0.2713718;0;0;CleanLanding
6;LandingSegment_38;TargetAnchor2;1.827049;-0.1914978;-1.816986;1.672885;-13.92692;0;0;0.03183683;0.5243378;0.2426287;0;0;CleanLanding
6;LandingSegment_39;TargetAnchor3;2.868896;0.5369949;-2.818192;0.1778409;-25.10305;0;0;1.712121;0.4786682;0.1679179;0;0;EdgeLanding
