AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;0.01382015;-0.01358032;0.002563477;2.803707;-8.570951;0;0;0.01582587;0.3402052;0;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;1.057718;-0.4025269;-0.9781303;2.484877;-14.60373;0;0;0;0.415947;0;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;1.466511;0.2878265;-1.437988;1.577121;-19.90814;0;0;0.5831118;0.4188271;0.01730169;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;1.758621;-1.598579;-0.7330017;1.331756;-33.36639;0;0;2.71299;0.4016304;0.01839072;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor5;2.325814;-2.229282;0.6631088;0.8399765;-24.14221;0;0;0;0.4136162;0.01005896;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor6;3.688799;3.605198;0.7808876;0;-24.14221;0;1;8.239536;0;0;1;1;UnderShoot
2;LandingSegment_7;TargetAnchor1;2.882781;1.658508;2.357918;0.1914144;-25.5077;0;3;9.887943;0.4278069;0;0;0;EdgeLanding
2;LandingSegment_8;TargetAnchor2;0.2833653;0.2653351;-0.09946442;3.051115;-26.65649;0;0;0;0.3607101;0;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor3;0.6684936;-0.07277679;-0.6645203;2.311269;-31.43999;0;1;3.079778;0.3220978;0;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor4;3.036602;-2.950684;0.7172318;0.06047153;-32.70877;0;0;0.6215566;0.3215866;0;0;0;EdgeLanding
