AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;0.2983307;-0.184021;-0.2348137;2.582322;-6.347539;0;0;0.05612914;0.5179253;0.2029843;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;0.2134794;-0.1716003;-0.1269913;3.362997;-9.891061;0;0;0;0.5220642;0.2430763;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;2.297851;-0.4937057;-2.244186;0.6788962;-9.844404;0;0;0.1560542;0.5060692;0.1835506;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;1.257954;-0.6999512;1.045235;1.79482;-10.03015;0;0;0;0.4949379;0.1480381;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor5;1.241135;-1.016754;0.7117767;1.99501;-12.66139;0;0;0;0.5204792;0.2202199;0;0;CleanLanding
1;LandingSegment_6;TargetAnchor6;3.629174;3.605026;0.4179611;0;-12.66139;0;1;4.45644;0;0;1;1;UnderShoot
2;LandingSegment_7;TargetAnchor1;1.81293;-1.749115;0.4767723;1.005439;-26.80468;0;0;2.964422;0.4492188;0.03852823;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor2;1.220615;1.193344;0.2565765;2.114539;-9.928061;0;0;0.04540014;0.5279655;0.1995443;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor3;1.3985;1.044319;-0.9301605;1.737924;-12.556;0;0;1.651362;1.148438;2.563791;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor4;0.2966175;-0.295433;0.02648163;2.802779;-13.20068;0;0;0;0.5132027;0.2194785;0;0;CleanLanding
2;LandingSegment_11;TargetAnchor5;0.7551163;-0.7284317;-0.198967;2.197571;-14.28695;0;0;0;0.5237465;0.2150103;0;0;CleanLanding
2;LandingSegment_12;TargetAnchor6;2.080942;-1.965042;0.6847839;0.9897103;-32.53031;0;0;0.7829521;0.5193596;0.133126;0;0;CleanLanding
2;LandingSegment_13;TargetAnchor7;1.711448;-1.709049;0.09056854;1.379711;-14.16695;0;5;5.752479;0.4182281;0.02954821;0;0;CleanLanding
2;LandingSegment_14;TargetAnchor8;6.557112;6.405863;-1.400227;0;-14.16695;0;0;0;0;0;1;1;UnderShoot
