AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;0.3086585;0.2807159;-0.1283302;2.859237;-15.20198;0;0;1.073053;0.5600657;0.382732;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;0.4267839;0.2242737;0.3631058;2.970725;-19.25296;0;0;0.7361615;0.5373363;0.3512692;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor3;2.537858;1.477692;2.063286;0.5402992;-19.2444;0;0;0;0.5511799;0.3719654;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor4;4.305066;-1.222488;4.127846;0;-19.2444;0;0;0.7661336;0;0;1;1;LeftSideFall
2;LandingSegment_5;TargetAnchor1;1.389344;-1.384888;-0.1111908;1.433015;-18.29816;0;0;0;0.5468769;0.3018753;0;0;CleanLanding
2;LandingSegment_6;TargetAnchor2;3.926645;3.902832;0.4317932;0;-10.886;0;1;4.663095;0;0.8588057;1;1;UnderShoot
3;LandingSegment_7;TargetAnchor1;7.282932;-6.537216;-3.210281;0;-10.886;0;0;0;0;0;1;1;OverShoot
4;LandingSegment_8;TargetAnchor1;7.067464;-6.774734;-2.012962;0;-10.886;0;0;0;0;0;1;1;OverShoot
5;LandingSegment_9;TargetAnchor1;7.415281;-2.408951;7.013084;0;-10.886;0;0;0;0;0;1;1;LeftSideFall
6;LandingSegment_10;TargetAnchor1;6.133855;-4.438049;-4.234135;0;-10.886;0;0;0.2281637;0;0;1;1;OverShoot
7;LandingSegment_11;TargetAnchor1;1.856847;-1.398712;1.221264;0.9855604;-16.45768;0;0;0.7129585;0.5727615;0.4065139;0;0;CleanLanding
7;LandingSegment_12;TargetAnchor2;2.077433;1.849731;0.9456329;1.274082;-12.55586;0;0;0.05430098;0.5543213;0.3622641;0;0;CleanLanding
7;LandingSegment_13;TargetAnchor3;0.4658634;-0.2634735;0.384201;2.407317;-24.25349;0;0;0;0.5432892;0.3431772;0;0;CleanLanding
7;LandingSegment_14;TargetAnchor4;3.590253;3.495987;0.8173065;0;-24.25349;0;1;3.214949;0;0;1;1;UnderShoot
8;LandingSegment_15;TargetAnchor1;2.491001;-0.119278;2.488144;0.4641361;-17.01565;0;0;0.6206139;0.5496902;0.3739323;0;0;CleanLanding
8;LandingSegment_16;TargetAnchor2;1.426433;0.174942;-1.415665;2.033197;-23.26461;0;0;0;0.5512772;0.3546434;0;0;CleanLanding
8;LandingSegment_17;TargetAnchor3;1.325461;-1.307198;-0.2192764;1.509423;-23.4438;0;0;0.3769339;0.5474548;0.3509475;0;0;CleanLanding
8;LandingSegment_18;TargetAnchor4;1.335356;1.329002;0.1301041;1.565089;-18.67259;0;0;0.1342179;0.6196136;0.8159899;0;0;CleanLanding
8;LandingSegment_19;TargetAnchor5;1.867314;1.261169;1.377068;1.26424;-24.27349;0;0;0;0.5563965;0.3400191;0;0;CleanLanding
8;LandingSegment_20;TargetAnchor6;1.742045;1.489819;0.9028625;1.40584;-26.16185;0;0;0.5341222;0.5652161;0.347384;0;0;CleanLanding
8;LandingSegment_21;TargetAnchor7;2.440836;-0.8824282;2.275742;0.4987316;-27.97363;0;0;0;0.5509949;0.3851681;0;0;CleanLanding
