AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;41.66269;5.327377;41.32069;0;-32.86126;0;0;0;0.401844;9.163993E-05;1;0;MissedPlatform_Standing
1;LandingSegment_2;TargetAnchor1;1.69474;-0.3853149;1.650356;1.227102;-11.05671;0;0;0.2388746;2.022907;2.571319;0;0;CleanLanding
1;LandingSegment_3;TargetAnchor2;16.10348;16.00449;1.782848;0;-11.05671;0;0;0;0;0;1;1;UnderShoot
2;LandingSegment_4;TargetAnchor1;2.221052;-0.9161224;2.023312;0.6724365;-15.61798;0;0;2.951085;1.184132;2.761291;0;0;CleanLanding
2;LandingSegment_5;TargetAnchor2;0.4449769;-0.2142334;0.3900108;3.117425;-16.65012;0;0;0;0.5410919;0.3102438;0;0;CleanLanding
2;LandingSegment_6;TargetAnchor3;1.451685;0.4691467;-1.373787;1.613552;-14.02615;0;1;5.190532;0;2.443845;1;1;HitThenFall
3;LandingSegment_7;TargetAnchor1;2.231708;0.2958069;2.212017;0.7549949;-11.46224;0;0;0.3618236;0.5672989;0.552543;0;0;CleanLanding
3;LandingSegment_8;TargetAnchor2;2.069252;1.93074;0.7443428;1.274611;-10.92572;0;0;1.441709;1.130684;2.407417;0;0;CleanLanding
3;LandingSegment_9;TargetAnchor3;1.764226;1.60054;0.7421341;1.379107;-18.30624;0;1;0.9790393;0.5117416;0.2165902;0;0;CleanLanding
3;LandingSegment_10;TargetAnchor4;3.053287;3.049484;0.1523438;0;-18.15394;0;0;0.007079366;0.5017548;0.1291738;1;0;MissedPlatform_Standing
3;LandingSegment_11;TargetAnchor5;2.50052;-2.451309;-0.4936447;0.518362;-14.83395;0;0;1.203243;0.7151489;1.863085;0;0;CleanLanding
3;LandingSegment_12;TargetAnchor6;8.130426;8.00531;-1.42086;0;-14.83395;0;1;3.34973;0;0;1;1;UnderShoot
4;LandingSegment_13;TargetAnchor1;1.976491;0.2033081;-1.966007;1.063851;-9.68085;0;0;0;0.5468292;0.3584715;0;0;CleanLanding
4;LandingSegment_14;TargetAnchor2;1.339649;0.6318054;-1.181305;2.063998;-16.05428;0;0;0;0.5474091;0.2991983;0;0;CleanLanding
4;LandingSegment_15;TargetAnchor3;1.297215;0.7502594;1.058243;1.77554;-18.06006;0;0;0.002538076;0.5484467;0.3426649;0;0;CleanLanding
4;LandingSegment_16;TargetAnchor4;15.97587;15.80804;2.30957;0;-18.06006;0;0;0;0;0;1;1;UnderShoot
4;LandingSegment_17;TargetAnchor6;2.55126;-2.32058;1.060112;0.5516777;-20.00099;0;0;0;1.797562;3.057494;0;0;CleanLanding
4;LandingSegment_18;TargetAnchor7;3.129533;-1.045361;-2.94978;0;-15.88978;0;0;1.888996;0.7214813;1.788608;1;0;MissedPlatform_Standing
4;LandingSegment_19;TargetAnchor8;3.985336;-3.543613;1.823652;0;-10.65963;0;0;0.1760309;2.009033;13.77915;1;0;MissedPlatform_Standing
