AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;0.9074873;0.9054108;-0.06135559;2.273905;-9.772713;0;0;0.9360063;0.502243;0.1323791;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;3.571279;3.207458;1.570427;0;-10.92969;0;0;3.51633;0;14.15145;1;1;UnderShoot
1;LandingSegment_3;TargetAnchor4;0.3527613;0.229866;-0.2675858;2.57525;-10.27796;0;0;0.008869225;0.503067;0.1312996;0;0;CleanLanding
1;LandingSegment_4;TargetAnchor5;0.4221443;0.1725159;-0.3852844;2.262523;-10.3159;0;0;0.06489544;0.4992065;0.1300803;0;0;CleanLanding
1;LandingSegment_5;TargetAnchor6;7.601109;7.473522;-1.386841;0;-10.3159;0;0;0;0;0;1;1;UnderShoot
2;LandingSegment_6;TargetAnchor1;0.4623201;0.052948;0.4592781;2.494498;-8.453055;0;0;1.23332;0.8466644;0.6553117;0;0;CleanLanding
2;LandingSegment_7;TargetAnchor2;1.074728;1.032333;-0.2988777;2.258626;-13.14255;0;0;0.6172677;0.4971313;0.1372116;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor3;1.614354;1.533722;0.5038223;1.539134;-5.866938;0;0;0.3913833;0.4922638;0.1453242;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor4;0.9777852;0.9768906;-0.04181671;1.922299;-10.53864;0;0;0.02553032;0.5016327;0.1097094;0;0;CleanLanding
2;LandingSegment_10;TargetAnchor5;0.7248968;0.7008972;0.1849823;2.190888;-8.755025;0;0;1.721513;0.5103302;0.1329727;0;0;CleanLanding
2;LandingSegment_11;TargetAnchor6;3.243731;3.243359;0.04916382;0;-2.53993;0;1;5.78775;1.298462;2.628226;1;0;MissedPlatform_Standing
2;LandingSegment_12;TargetAnchor7;1.653078;1.393675;-0.8890076;1.310736;-13.72918;0;0;1.172068;1.020355;1.291934;0;0;CleanLanding
