AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;35.78137;4.914154;35.44231;0;-17.64643;0;0;1.509987;0.6608353;1.344519;1;0;MissedPlatform_Standing
1;LandingSegment_2;TargetAnchor1;33.33764;5.793823;32.83032;0;-18.07049;0;0;0.07712696;0.5215836;0.1527987;1;0;MissedPlatform_Standing
1;LandingSegment_3;TargetAnchor1;45.67021;6.560394;45.19656;0;-23.8976;0;0;0;0.5243149;0.1246363;1;0;MissedPlatform_Standing
1;LandingSegment_4;TargetAnchor1;51.61897;8.02803;50.99087;0;-21.03738;0;0;0.04383081;2.009666;16.7514;1;0;MissedPlatform_Standing
1;LandingSegment_5;TargetAnchor1;14.88709;14.02913;4.98085;0;-21.03738;0;0;2.108513;0;0;1;1;UnderShoot
2;LandingSegment_6;TargetAnchor1;54.64502;7.192093;54.16966;0;-21.00034;0;0;0.1174201;2.028717;14.20422;1;0;MissedPlatform_Standing
2;LandingSegment_7;TargetAnchor1;46.79492;7.855286;46.13089;0;-13.26032;0;0;4.686426;2.024658;6.094679;1;0;MissedPlatform_Standing
2;LandingSegment_8;TargetAnchor1;46.16387;8.664536;45.34346;0;-15.85887;0;1;1.41096;0.4888458;0.1325105;1;0;MissedPlatform_Standing
2;LandingSegment_9;TargetAnchor1;47.10162;7.191147;46.54943;0;-32.62199;0;0;0;0.4340134;0.02761173;1;0;MissedPlatform_Standing
2;LandingSegment_10;TargetAnchor1;16.38253;15.32944;5.778896;0;-32.62199;0;0;1.430543;0;0;1;1;UnderShoot
3;LandingSegment_11;TargetAnchor1;58.9552;8.635315;58.31935;0;-11.97685;0;0;0.02693651;2.014282;16.35004;1;0;MissedPlatform_Standing
3;LandingSegment_12;TargetAnchor1;54.82671;8.434891;54.17398;0;-11.95487;0;0;4.779248;2.045532;16.88922;1;0;MissedPlatform_Standing
3;LandingSegment_13;TargetAnchor1;27.16604;26.24278;7.022106;0;-11.95487;0;0;0.1747911;0;0;1;1;UnderShoot
