AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;9.281069;1.168481;1;5.628433;9.21469;0.5756041;1.213368;12.82703;5.749098;0;TargetAnchor1
1;12.54464;1.456248;1;6.086121;10.16255;0.659651;1.33922;16.16968;7.178037;0;TargetAnchor2
1;15.37604;1.140306;0.9932178;6.000827;8.090212;0.9506267;10.02729;16.31826;7.398833;1;TargetAnchor3
2;20.56677;1.414124;1;5.380485;10.19082;0.3371439;0.3033445;14.25528;3.317933;0;TargetAnchor1
2;25.16255;1.562071;1;6.140419;11.31975;0.4940556;0.3102285;16.27355;5.000972;0;TargetAnchor2
2;29.40695;1.287952;1;6.807552;12.39192;0.3619435;1.298362;13.1845;3.630816;0;TargetAnchor3
2;33.24087;1.985191;1;6.169365;11.04278;0.4133901;1.615553;20.11244;4.56465;0;TargetAnchor4
2;37.6625;1.598011;1;5.781361;10.01045;0.335671;1.528983;16.17091;3.977821;0;TargetAnchor5
2;41.74487;1.862751;1;5.237419;9.546068;0.5461646;0.7903138;19.75128;6.55536;0;TargetAnchor6
2;46.45454;1.571632;1;4.802805;7.43595;0.5393383;0.8676624;17.43903;7.845575;0;TargetAnchor7
2;50.9306;1.356949;0.999671;4.575494;5.419312;0.8974672;11.40911;18.57447;8.774914;0;TargetAnchor8
