AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
2;13.46184;1.560987;1;8.000511;11.07823;1.252456;19.2427;18.77677;12.47578;1;TargetAnchor1
3;25.03451;2.846588;0.2600625;4.137991;5.000815;1.236373;41.97962;47.16541;19.0962;1;TargetAnchor1
4;32.61819;2.41494;0.4628608;5.075819;5.602149;1.728342;32.21375;38.05404;19.50746;1;TargetAnchor1
5;49.27796;1.528393;1;5.557941;10.78715;0.1749628;0.405548;14.94189;1.803072;0;TargetAnchor1
5;59.32039;1.421227;1;6.625808;12.16901;0.3258236;1.005246;14.15654;2.450885;0;TargetAnchor2
5;67.07355;1.3713;1;7.922637;14.19094;0.4087729;1.861841;14.5155;4.991703;0;TargetAnchor3
5;71.00932;1.95636;1;6.896605;12.52995;0.4549141;2.119895;20.36516;4.543854;0;TargetAnchor4
5;84.85891;1.777695;1;7.909233;12.64051;0.6233038;1.064615;18.77115;4.83995;0;TargetAnchor5
5;90.30293;1.933403;1;5.853082;10.08274;0.3530994;1.077564;19.73718;5.226264;0;TargetAnchor6
5;96.77901;2.18721;1;5.339873;9.694231;0.5078245;1.215382;23.13486;7.767915;0;TargetAnchor7
5;101.8739;1.311066;0.9338239;6.179226;5.434991;1.385612;12.0843;18.19094;9.927958;0;TargetAnchor8
