AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;15.00634;2.252026;1;4.037841;26.69698;0.7274883;20.19573;32.82062;21.58445;1;TargetAnchor1
2;23.84334;1.239069;1;1.047666;9.775013;0.09896023;2.980949;12.96854;3.360741;0;TargetAnchor1
2;29.83183;1.263693;1;1.614564;14.8305;0.124779;2.10477;12.73753;1.832857;0;TargetAnchor2
2;43.02066;1.052544;1;0.9617627;6.540503;0.2616072;14.04079;17.20452;12.15276;1;TargetAnchor3
3;48.76478;1.316936;1;0.8035633;7.197269;0.1524471;2.622032;16.18901;8.370161;0;TargetAnchor1
3;52.57216;1.893406;1;1.407533;15.17143;0.08517142;1.251963;19.4828;2.856721;0;TargetAnchor2
3;59.58817;2.145603;1;1.422069;12.57663;0.2478076;9.162618;27.36351;13.96729;1;TargetAnchor3
4;68.96667;1.533928;1;0.8873154;8.900996;0.1200214;2.606424;16.74745;5.303095;0;TargetAnchor1
4;74.73724;3.017334;0.03689546;0.8805093;6.527645;0.3199648;42.11279;41.95056;24.41979;1;TargetAnchor2
5;82.50639;0.4341507;1;0.5884712;6.230465;0.1456768;28.58748;4.344728;4.111907;0;TargetAnchor1
5;84.33078;1.23513;1;0.7935284;7.684823;0.1253078;1.458774;13.93999;5.471211;0;TargetAnchor1
5;90.23261;1.971222;1;1.536232;14.43838;0.3975163;1.40937;21.91824;7.122535;0;TargetAnchor2
