AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
6;281.7392;1.146576;1;1.637135;8.627183;0.2132278;0.9590376;12.904;6.172073;0;TargetAnchor1
6;284.8634;1.474274;1;1.853805;9.530754;0.2868041;0.2962304;17.11668;9.148504;0;TargetAnchor2
6;289.9137;1.14563;1;2.256402;12.24193;0.1583434;0.7892566;12.34928;3.980687;0;TargetAnchor3
6;292.9601;2.450043;0.5791818;2.122525;11.19772;0.3939744;33.36732;28.05336;13.53173;1;TargetAnchor4
7;301.8217;1.597565;1;1.607703;7.6327;0.3339438;1.354718;19.16765;10.14299;0;TargetAnchor1
7;305.9694;0.8644104;1;2.417833;10.46134;0.1846591;3.339225;9.707069;4.250436;0;TargetAnchor2
7;308.6776;1.026306;1;2.033883;10.44849;0.1719113;0.7841848;11.67949;5.230802;0;TargetAnchor3
7;312.8758;1.591583;1;2.057472;7.603812;0.3600227;1.822034;20.02323;11.21067;0;TargetAnchor4
7;317.0833;1.457886;1;1.842601;7.695928;0.3573977;2.362429;17.23864;8.580883;0;TargetAnchor5
7;321.4928;1.507874;1;1.724702;7.693768;0.2990001;1.023902;18.38184;9.792146;0;TargetAnchor6
7;326.693;1.5914;1;1.379318;6.52106;0.2835739;0.4428095;20.30567;11.62376;0;TargetAnchor7
7;332.4681;1.479553;0.9830605;2.513709;6.981343;0.399073;8.929351;17.64298;9.379798;0;TargetAnchor8
