AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;28.72773;3.394053;0.6021446;3.924023;7.415846;0.995549;16.64131;51.85575;34.17172;1;TargetAnchor1
2;47.85133;0.1555443;0;23.56356;67.37222;0.3547607;22.77047;1.049256;0.8947625;0;TargetAnchor1
2;52.2192;1.035847;0.005031337;10.35447;36.63266;0.5695065;28.75307;8.76236;5.707996;0;TargetAnchor1
2;55.02987;0.671814;0;9.212386;20.73121;0.5404268;29.56694;8.443085;5.64172;0;TargetAnchor1
2;65.65708;0.433342;0.9568793;5.499214;13.51944;0.4775854;24.81125;4.474398;4.107337;0;TargetAnchor1
2;73.68314;0.4415131;0.001757032;5.237904;14.97739;0.4829591;26.68478;4.196649;3.910269;0;TargetAnchor1
2;75.71952;1.053543;0.04594725;9.691868;37.25272;0.4801838;29.94523;8.065126;4.942824;0;TargetAnchor1
2;86.33286;0.727066;0;5.383858;19.99661;0.5185875;28.58047;5.654008;5.239335;0;TargetAnchor1
2;91.14982;2.740288;0.6925782;2.819171;5.335163;1.248458;26.29474;39.10259;24.23355;1;TargetAnchor1
3;144.1444;0.1997681;0;5.448611;10.85873;0.3878902;43.01746;2.00709;1.666147;0;TargetAnchor1
3;151.2811;0.2781677;0;3.604169;8.667315;0.4199058;41.81348;2.910842;2.518674;0;TargetAnchor1
