AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;18.35781;2.595526;0.5988107;1.285474;5.219096;0.7015668;41.77193;34.48228;34.48228;0;TargetAnchor1
1;41.37061;1.018623;1;2.065678;10.03367;0.222105;1.694776;11.3231;4.985003;0;TargetAnchor1
1;45.72203;2.904575;0.9288696;3.223086;14.49859;0.680389;11.36094;33.1232;20.753;1;TargetAnchor2
2;54.81646;1.419456;1;1.952677;9.160774;0.3129982;2.221079;16.62619;9.324102;0;TargetAnchor1
2;65.08984;1.366791;1;2.067147;8.146135;0.3235437;0.4460554;16.74803;9.049826;0;TargetAnchor2
2;71.92123;1.546677;1;2.89377;14.19324;0.2607121;1.452016;17.534;7.123644;0;TargetAnchor3
2;74.62461;1.181679;0.8598452;2.548291;14.20883;0.4277121;32.08669;12.01615;8.312774;1;TargetAnchor4
3;89.12238;0.9777069;1;2.035835;9.748281;0.2125316;2.231735;11.06854;4.984787;0;TargetAnchor1
3;97.05019;1.110191;1;2.299728;10.15195;0.2237235;2.069484;12.23265;5.042848;0;TargetAnchor2
3;102.4229;1.06797;1;2.269312;9.507234;0.2639663;1.764741;13.60551;7.620603;0;TargetAnchor3
3;106.3452;1.420746;1;1.698184;6.227674;0.3205048;3.053445;17.99712;10.16569;0;TargetAnchor4
3;121.1083;1.898109;1;1.709428;6.604127;0.3644805;2.500712;23.29581;13.13024;0;TargetAnchor5
3;142.0244;2.185623;0.8393825;3.836297;12.9127;0.5374823;12.20436;32.38335;21.96827;1;TargetAnchor6
4;152.6176;1.471634;1;1.630454;8.253804;0.2133607;1.976522;16.59333;7.406741;0;TargetAnchor1
4;156.8833;1.374619;1;1.856752;6.975299;0.3206109;1.340008;16.76995;8.988128;0;TargetAnchor2
4;161.9881;1.057159;1;1.819712;7.659355;0.2027055;1.297585;13.54208;7.640688;0;TargetAnchor3
4;168.725;0.253891;1;0.6417749;1.239089;0.5161296;18.25057;5.697351;5.095754;1;TargetAnchor4
4;179.1684;1.518066;1;2.335309;9.985027;0.2008169;3.119828;16.13779;5.222899;0;TargetAnchor5
4;187.9862;2.15831;1;1.463053;5.519078;0.4319393;2.551448;28.09954;17.38798;0;TargetAnchor6
4;199.1493;2.117264;0.9590663;1.598403;7.726155;0.3165106;3.129687;24.61897;14.29739;0;TargetAnchor7
4;226.8863;1.404251;1;2.362916;7.932814;0.4233496;7.726198;16.38263;8.280322;0;TargetAnchor8
