AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;6.574854;2.255623;1;1.56416;14.86564;0.4788288;12.71798;26.62063;10.53337;1;TargetAnchor1
2;12.55725;0.9104481;1;1.082204;8.107748;0.2290449;13.21415;13.88168;9.540832;1;TargetAnchor1
3;27.09995;0.4262791;0.8600371;0.6975867;4.863721;0.1900604;13.72149;6.884473;5.330282;1;TargetAnchor1
5;38.95821;1.117809;1;0.9397622;9.110753;0.095227;1.746567;12.17154;4.550189;0;TargetAnchor1
5;42.60245;1.388321;1;1.231423;11.64762;0.07474027;1.920132;14.1669;2.213317;0;TargetAnchor2
5;47.06103;1.479034;1;1.108412;11.35594;0.08927026;0.3522927;15.61702;4.397369;0;TargetAnchor3
5;53.20461;2.151165;1;1.854961;19.25121;0.1354851;1.16328;21.67999;5.272406;0;TargetAnchor4
5;60.33738;2.085514;0.9576323;1.288658;11.79138;0.2933387;9.951678;23.93412;9.258905;1;TargetAnchor5
6;68.19466;1.123146;1;0.8741127;7.799791;0.1136871;2.172987;13.11204;6.381633;0;TargetAnchor1
6;72.32262;1.338478;1;1.068293;10.98631;0.09617576;0.777847;14.09959;3.778323;0;TargetAnchor2
6;76.255;1.353584;1;1.137221;12.01874;0.1118236;1.362356;14.09847;3.547278;0;TargetAnchor3
6;79.98482;1.809509;1;1.250136;12.62722;0.08321475;1.042899;18.61261;3.667146;0;TargetAnchor4
6;90.88649;1.598282;1;1.026729;10.27075;0.09875509;0.7633483;16.99427;4.769768;0;TargetAnchor5
