AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;7.468504;1.16648;1;2.310971;8.32031;0.2799069;0.4882217;12.49878;4.326566;0;TargetAnchor1
1;17.39926;1.17725;1;3.841627;13.02442;0.1855042;2.340346;12.09318;2.497395;0;TargetAnchor2
1;20.80092;1.197947;1;2.787929;10.82036;0.2790727;0.9652231;12.36748;3.046087;0;TargetAnchor3
1;33.02969;1.765289;1;4.099687;13.31293;0.2438313;1.356294;18.16891;3.854805;0;TargetAnchor4
1;43.42183;0.9515533;1;3.073742;5.950175;0.2646283;2.72796;13.43108;1.302735;0;TargetAnchor5
1;47.20929;1.95731;1;3.427436;11.0172;0.226229;1.448179;19.91032;3.801534;0;TargetAnchor6
1;51.0083;1.901787;1;2.934983;9.248292;0.8522313;9.824929;23.16684;10.86855;1;TargetAnchor7
2;62.19666;0.9403305;1;3.096529;10.9088;0.2146265;2.67513;9.367252;1.50661;0;TargetAnchor1
2;65.49991;1.113647;1;4.49995;14.5575;0.1420682;2.052822;10.81905;1.083611;0;TargetAnchor2
2;68.0824;1.334923;1;2.406324;6.955296;1.045383;9.362082;17.99044;10.71743;1;TargetAnchor3
